-----------------------------------------------------------
Server listening on 5201
-----------------------------------------------------------
Accepted connection from 192.168.2.4, port 53800
[  5] local 192.168.2.5 port 5201 connected to 192.168.2.4 port 50305
[ ID] Interval           Transfer     Bitrate         Jitter    Lost/Total Datagrams
[  5]   0.00-1.00   sec  2.22 MBytes  18.6 Mbits/sec  1.263 ms  0/1608 (0%)  
[  5]   1.00-2.00   sec  2.13 MBytes  17.9 Mbits/sec  1.071 ms  0/1545 (0%)  
[  5]   2.00-3.00   sec  2.19 MBytes  18.4 Mbits/sec  0.786 ms  0/1586 (0%)  
[  5]   3.00-4.00   sec  2.18 MBytes  18.3 Mbits/sec  1.301 ms  0/1582 (0%)  
[  5]   4.00-5.00   sec  2.20 MBytes  18.4 Mbits/sec  0.952 ms  0/1590 (0%)  
[  5]   5.00-6.00   sec  2.19 MBytes  18.4 Mbits/sec  0.981 ms  0/1587 (0%)  
[  5]   6.00-7.00   sec  2.17 MBytes  18.2 Mbits/sec  1.002 ms  0/1573 (0%)  
[  5]   7.00-8.00   sec  2.21 MBytes  18.5 Mbits/sec  1.047 ms  0/1598 (0%)  
[  5]   8.00-9.00   sec  2.16 MBytes  18.1 Mbits/sec  1.425 ms  0/1565 (0%)  
[  5]   9.00-10.00  sec  2.12 MBytes  17.8 Mbits/sec  1.190 ms  0/1537 (0%)  
[  5]  10.00-11.00  sec  2.19 MBytes  18.3 Mbits/sec  1.383 ms  0/1583 (0%)  
[  5]  11.00-12.00  sec  2.19 MBytes  18.3 Mbits/sec  1.093 ms  0/1583 (0%)  
[  5]  12.00-13.00  sec  2.17 MBytes  18.2 Mbits/sec  1.113 ms  0/1572 (0%)  
[  5]  13.00-14.00  sec  2.19 MBytes  18.4 Mbits/sec  0.988 ms  0/1586 (0%)  
[  5]  14.00-15.00  sec  2.16 MBytes  18.1 Mbits/sec  1.368 ms  0/1564 (0%)  
[  5]  15.00-16.00  sec  2.19 MBytes  18.4 Mbits/sec  1.322 ms  0/1586 (0%)  
[  5]  16.00-17.00  sec  2.14 MBytes  17.9 Mbits/sec  1.422 ms  0/1547 (0%)  
[  5]  17.00-18.00  sec  2.13 MBytes  17.9 Mbits/sec  1.533 ms  0/1546 (0%)  
[  5]  18.00-19.00  sec  2.18 MBytes  18.3 Mbits/sec  1.236 ms  0/1578 (0%)  
[  5]  19.00-20.00  sec  2.18 MBytes  18.3 Mbits/sec  1.508 ms  0/1581 (0%)  
[  5]  20.00-21.00  sec  2.18 MBytes  18.3 Mbits/sec  0.982 ms  0/1582 (0%)  
[  5]  21.00-22.00  sec  2.19 MBytes  18.4 Mbits/sec  1.061 ms  0/1588 (0%)  
[  5]  22.00-23.00  sec  2.17 MBytes  18.2 Mbits/sec  1.034 ms  0/1573 (0%)  
[  5]  23.00-24.00  sec  2.19 MBytes  18.4 Mbits/sec  1.108 ms  0/1585 (0%)  
[  5]  24.00-25.00  sec  2.15 MBytes  18.1 Mbits/sec  1.206 ms  0/1560 (0%)  
[  5]  25.00-26.00  sec  2.14 MBytes  18.0 Mbits/sec  1.273 ms  0/1552 (0%)  
[  5]  26.00-27.00  sec  2.15 MBytes  18.0 Mbits/sec  0.959 ms  0/1554 (0%)  
[  5]  27.00-28.00  sec  2.19 MBytes  18.4 Mbits/sec  0.969 ms  0/1586 (0%)  
[  5]  28.00-29.00  sec  2.19 MBytes  18.4 Mbits/sec  0.980 ms  0/1587 (0%)  
