edge_name,unix_timestamp,percentage_cpu_utilisation
edge1,1631657770,17.1
edge1,1631657773,17.6
edge1,1631657776,17.9
edge1,1631657779,17.6
edge1,1631657782,18.3
edge1,1631657785,17.5
edge1,1631657788,16.5
edge1,1631657791,18.2
edge1,1631657794,17.2
edge1,1631657797,17.8
edge1,1631657800,18.3
edge1,1631657803,17.6
edge1,1631657806,16.7
edge1,1631657809,17.6
edge1,1631657812,17
edge1,1631657815,16.3
edge1,1631657818,18
edge1,1631657821,16.7
edge1,1631657824,17.4
edge1,1631657827,18.7
edge1,1631657830,17.7
edge1,1631657833,18.7
edge1,1631657836,19.3
edge1,1631657839,18
edge1,1631657842,6.5
edge1,1631657845,0.3
edge1,1631657848,1
