edge_name,unix_timestamp,percentage_cpu_utilisation
edge1, 1632186152.7257879, 24.8
edge1, 1632186155.7373095, 25.1
edge1, 1632186158.748546, 25.5
edge1, 1632186161.758279, 24.1
edge1, 1632186164.7680783, 25.0
edge1, 1632186167.7966917, 23.7
edge1, 1632186170.8062668, 25.2
edge1, 1632186173.8155947, 22.9
edge1, 1632186176.8250546, 25.1
edge1, 1632186179.83529, 24.9
edge1, 1632186182.8464649, 24.8
edge1, 1632186185.885877, 23.5
edge1, 1632186188.8996708, 22.1
edge1, 1632186191.9154534, 24.2
edge1, 1632186194.9378302, 23.5
edge1, 1632186197.9482446, 24.1
edge1, 1632186200.958677, 24.6
edge1, 1632186203.9693666, 25.0
edge1, 1632186206.992253, 25.8
edge1, 1632186210.0032542, 25.4
edge1, 1632186213.0303245, 24.6
edge1, 1632186216.0446467, 23.5
edge1, 1632186219.0595136, 24.2
edge1, 1632186222.0707347, 23.9
edge1, 1632186225.08306, 24.0
edge1, 1632186228.0929477, 0.5
edge1, 1632186231.1044316, 0.3
edge1, 1632186234.1152096, 0.5
edge1, 1632186237.1266415, 0.5
