edge_name,unix_timestamp,percentage_cpu_utilisation
edge1, 1632185234.3750818, 24.2
edge1, 1632185237.3848622, 26.4
edge1, 1632185240.395656, 24.6
edge1, 1632185243.4075973, 25.4
edge1, 1632185246.418409, 25.0
edge1, 1632185249.4357147, 25.1
edge1, 1632185252.4458842, 25.1
edge1, 1632185255.4569767, 25.8
edge1, 1632185258.468437, 24.4
edge1, 1632185261.4924364, 25.2
edge1, 1632185264.503323, 25.5
edge1, 1632185267.5168583, 25.2
edge1, 1632185270.5320818, 26.1
edge1, 1632185273.543885, 25.4
edge1, 1632185276.5851326, 25.8
edge1, 1632185279.5993242, 26.3
edge1, 1632185282.611568, 25.2
edge1, 1632185285.625378, 25.1
edge1, 1632185288.6385288, 25.1
edge1, 1632185291.6517596, 25.1
edge1, 1632185294.6647496, 25.0
edge1, 1632185297.6772616, 25.6
edge1, 1632185300.6878386, 25.1
edge1, 1632185303.6990147, 26.5
edge1, 1632185306.7124927, 25.0
edge1, 1632185309.722458, 0.5
edge1, 1632185312.733395, 1.0
edge1, 1632185315.7444274, 1.0
