edge_name,unix_timestamp,percentage_cpu_utilisation
edge1, 1632186275.364108, 22.7
edge1, 1632186278.3770292, 24.8
edge1, 1632186281.3920007, 24.0
edge1, 1632186284.4193044, 24.9
edge1, 1632186287.4309292, 24.8
edge1, 1632186290.445348, 24.6
edge1, 1632186293.4579573, 24.9
edge1, 1632186296.4783063, 24.7
edge1, 1632186299.4960048, 23.3
edge1, 1632186302.509648, 24.9
edge1, 1632186305.5230281, 26.1
edge1, 1632186308.5446868, 25.2
edge1, 1632186311.5573754, 24.7
edge1, 1632186314.5737069, 24.7
edge1, 1632186317.5915937, 24.2
edge1, 1632186320.6023574, 24.5
edge1, 1632186323.6143668, 25.3
edge1, 1632186327.6477864, 26.4
edge1, 1632186330.6583028, 26.3
edge1, 1632186333.6874058, 24.3
edge1, 1632186336.6984937, 25.1
edge1, 1632186339.7106314, 24.7
edge1, 1632186342.7226355, 25.2
edge1, 1632186345.7314107, 25.1
edge1, 1632186348.7447417, 5.0
edge1, 1632186351.759141, 1.0
edge1, 1632186354.7708282, 1.3
edge1, 1632186357.782533, 1.0
edge1, 1632186360.7941713, 1.8
edge1, 1632186363.8062015, 0.0
edge1, 1632186366.8232787, 0.8
edge1, 1632186369.8343377, 0.3
