edge_name,unix_timestamp,percentage_cpu_utilisation
edge1, 1632184416.9766498, 13.2
edge1, 1632184419.9851866, 13.1
edge1, 1632184422.9947977, 14.2
edge1, 1632184426.0152369, 13.4
edge1, 1632184429.0244029, 15.5
edge1, 1632184432.0333748, 16.0
edge1, 1632184435.0448518, 15.1
edge1, 1632184438.0528905, 14.7
edge1, 1632184441.0647218, 15.0
edge1, 1632184444.0724924, 13.6
edge1, 1632184447.0816793, 15.8
edge1, 1632184450.090591, 13.1
edge1, 1632184453.099435, 15.5
edge1, 1632184456.1138017, 12.9
edge1, 1632184459.1235332, 13.4
edge1, 1632184462.1479745, 14.7
edge1, 1632184465.1599429, 15.3
edge1, 1632184468.170036, 15.9
edge1, 1632184471.1815865, 14.1
edge1, 1632184474.193082, 15.8
edge1, 1632184477.2049394, 14.1
edge1, 1632184480.2145126, 14.1
edge1, 1632184483.2259886, 13.8
edge1, 1632184486.2352364, 14.9
edge1, 1632184489.244896, 14.0
edge1, 1632184492.2562184, 1.0
