edge_name,unix_timestamp,percentage_cpu_utilisation
edge1,1631655956,5.3
edge1,1631655959,5.4
edge1,1631655962,5.6
edge1,1631655965,7.4
edge1,1631655968,5.6
edge1,1631655971,4.6
edge1,1631655974,5.4
edge1,1631655977,6.1
edge1,1631655980,5.9
edge1,1631655983,6.8
edge1,1631655986,6.9
edge1,1631655989,5.4
edge1,1631655992,5.9
edge1,1631655995,7.5
edge1,1631655998,7.8
edge1,1631656001,5.9
edge1,1631656004,6.1
edge1,1631656007,8.1
edge1,1631656010,5.9
edge1,1631656013,7.5
edge1,1631656016,7.2
edge1,1631656019,10
edge1,1631656022,9.3
edge1,1631656025,8.7
edge1,1631656028,9.9
edge1,1631656032,2.3
edge1,1631656035,0.5
edge1,1631656038,1.3
