edge_name,unix_timestamp,percentage_cpu_utilisation
edge2, 1631484080.9530065, 26.5
edge2, 1631484083.9707592, 27.0
edge2, 1631484086.9791327, 27.4
edge2, 1631484089.9906783, 27.2
edge2, 1631484093.007273, 27.4
edge2, 1631484096.0166955, 28.2
edge2, 1631484099.028836, 27.4
edge2, 1631484102.038091, 27.9
edge2, 1631484105.0484161, 27.0
edge2, 1631484108.0607283, 26.5
edge2, 1631484111.070345, 26.7
edge2, 1631484114.080085, 27.1
edge2, 1631484117.0896425, 28.0
edge2, 1631484120.1024754, 27.3
edge2, 1631484123.113003, 26.2
edge2, 1631484126.1229799, 28.6
edge2, 1631484129.132611, 26.7
edge2, 1631484132.1429548, 27.9
edge2, 1631484135.1529396, 28.7
edge2, 1631484138.1632898, 25.9
edge2, 1631484141.1725738, 28.8
edge2, 1631484144.1825082, 26.4
edge2, 1631484147.192563, 26.9
edge2, 1631484150.2021592, 28.0
edge2, 1631484153.2124279, 26.8
edge2, 1631484156.2219746, 0.3
edge2, 1631484159.2312617, 0.0
