edge_name,unix_timestamp,percentage_cpu_utilisation
edge2, 1631485468.5904307, 26.9
edge2, 1631485471.6048746, 27.5
edge2, 1631485474.6137671, 28.0
edge2, 1631485477.626286, 29.0
edge2, 1631485480.6386018, 26.5
edge2, 1631485483.6517053, 26.5
edge2, 1631485486.6647387, 26.8
edge2, 1631485489.6764164, 27.4
edge2, 1631485492.68938, 27.8
edge2, 1631485495.7000403, 27.1
edge2, 1631485498.7177963, 29.5
edge2, 1631485501.7322862, 28.9
edge2, 1631485504.8084843, 26.9
edge2, 1631485507.8211346, 26.5
edge2, 1631485510.8340495, 26.6
edge2, 1631485513.8464754, 28.0
edge2, 1631485516.86174, 27.1
edge2, 1631485519.8731952, 26.7
edge2, 1631485522.8838341, 26.8
edge2, 1631485525.8961298, 27.2
edge2, 1631485528.9113278, 26.9
edge2, 1631485531.925373, 27.3
edge2, 1631485534.9365427, 28.5
edge2, 1631485537.9481933, 29.5
edge2, 1631485540.9574199, 28.3
edge2, 1631485543.9652393, 0.3
edge2, 1631485546.9740856, 0.5
