edge_name,unix_timestamp,percentage_cpu_utilisation
edge2, 1631483190.0101016, 9.9
edge2, 1631483193.030744, 9.6
edge2, 1631483196.0407367, 9.8
edge2, 1631483199.048512, 10.0
edge2, 1631483202.0566115, 10.5
edge2, 1631483205.0645676, 11.5
edge2, 1631483208.074563, 9.8
edge2, 1631483211.0817115, 10.5
edge2, 1631483214.0903244, 9.0
edge2, 1631483217.1009119, 11.1
edge2, 1631483220.110007, 13.1
edge2, 1631483223.119061, 12.0
edge2, 1631483226.1321235, 9.5
edge2, 1631483229.1400082, 10.0
edge2, 1631483232.147858, 10.9
edge2, 1631483235.1557302, 12.1
edge2, 1631483238.1643827, 11.7
edge2, 1631483241.17208, 10.5
edge2, 1631483244.1813765, 9.8
edge2, 1631483247.200505, 11.1
edge2, 1631483250.2079682, 11.1
edge2, 1631483253.215532, 10.9
edge2, 1631483256.2233057, 10.5
edge2, 1631483259.2317827, 9.5
edge2, 1631483262.2396917, 9.6
edge2, 1631483265.2492719, 0.5
edge2, 1631483268.259306, 0.3
edge2, 1631483271.2678032, 0.8
