edge_name,unix_timestamp,percentage_cpu_utilisation
edge2, 1631483454.8556354, 13.5
edge2, 1631483457.8633442, 16.1
edge2, 1631483460.8714397, 15.7
edge2, 1631483463.8800783, 16.9
edge2, 1631483466.8875403, 14.2
edge2, 1631483469.8964915, 15.3
edge2, 1631483472.9052896, 15.2
edge2, 1631483475.913587, 15.4
edge2, 1631483478.9210522, 16.6
edge2, 1631483481.929376, 15.5
edge2, 1631483484.9462392, 13.9
edge2, 1631483487.9548032, 17.6
edge2, 1631483490.9616468, 16.1
edge2, 1631483493.9696722, 17.9
edge2, 1631483496.9786365, 15.6
edge2, 1631483499.9876366, 16.8
edge2, 1631483502.9967988, 15.9
edge2, 1631483506.0043652, 15.9
edge2, 1631483509.012904, 15.2
edge2, 1631483512.023101, 16.2
edge2, 1631483515.0310843, 15.3
edge2, 1631483518.0390954, 17.4
edge2, 1631483521.0464535, 17.6
edge2, 1631483524.0547712, 16.1
edge2, 1631483527.0622966, 15.4
edge2, 1631483530.0700397, 0.8
edge2, 1631483533.0796728, 0.8
