edge_name,unix_timestamp,percentage_cpu_utilisation
edge2, 1631484654.4543304, 26.1
edge2, 1631484657.4650314, 29.0
edge2, 1631484660.4766517, 27.3
edge2, 1631484663.4877725, 27.4
edge2, 1631484666.501515, 27.8
edge2, 1631484669.513702, 27.9
edge2, 1631484672.678382, 29.3
edge2, 1631484675.691957, 27.6
edge2, 1631484678.7022998, 27.2
edge2, 1631484681.7166789, 27.3
edge2, 1631484684.727751, 26.9
edge2, 1631484687.7391124, 29.0
edge2, 1631484690.750877, 27.5
edge2, 1631484693.7634783, 29.2
edge2, 1631484696.7748172, 28.1
edge2, 1631484699.7842317, 26.9
edge2, 1631484702.8002906, 29.6
edge2, 1631484705.8133194, 26.3
edge2, 1631484708.825751, 27.3
edge2, 1631484711.836958, 28.7
edge2, 1631484714.8495262, 27.4
edge2, 1631484717.860444, 26.4
edge2, 1631484720.8734953, 27.6
edge2, 1631484723.885247, 26.9
edge2, 1631484726.895572, 27.6
edge2, 1631484729.905545, 0.3
edge2, 1631484732.9150083, 1.5
