[  3] 28.0-29.0 sec  3.57 MBytes  29.9 Mbits/sec   0.523 ms    0/ 2543 (0%)
[  3] 29.0-30.0 sec  3.46 MBytes  29.0 Mbits/sec   0.999 ms    0/ 2469 (0%)
[  3] 30.0-31.0 sec  3.49 MBytes  29.3 Mbits/sec   0.639 ms    0/ 2491 (0%)
[  3] 31.0-32.0 sec  3.42 MBytes  28.7 Mbits/sec   0.850 ms    0/ 2440 (0%)
[  3] 32.0-33.0 sec  3.53 MBytes  29.6 Mbits/sec   0.501 ms    0/ 2517 (0%)
[  3] 33.0-34.0 sec  3.58 MBytes  30.1 Mbits/sec   0.497 ms    0/ 2557 (0%)
[  3] 34.0-35.0 sec  3.55 MBytes  29.8 Mbits/sec   0.809 ms    0/ 2533 (0%)
[  3] 35.0-36.0 sec  3.42 MBytes  28.6 Mbits/sec   1.555 ms    0/ 2436 (0%)
[  3] 36.0-37.0 sec  3.11 MBytes  26.1 Mbits/sec   1.673 ms    0/ 2221 (0%)
[  3] 37.0-38.0 sec  2.98 MBytes  25.0 Mbits/sec   0.879 ms    0/ 2123 (0%)
[  3] 38.0-39.0 sec  2.96 MBytes  24.8 Mbits/sec   0.871 ms    0/ 2109 (0%)
[  3] 39.0-40.0 sec  2.76 MBytes  23.2 Mbits/sec   1.761 ms    0/ 1970 (0%)
[  3] 40.0-41.0 sec  2.85 MBytes  23.9 Mbits/sec   1.002 ms    0/ 2032 (0%)
[  3] 41.0-42.0 sec  2.83 MBytes  23.7 Mbits/sec   1.123 ms    0/ 2017 (0%)
[  3] 42.0-43.0 sec  2.98 MBytes  25.0 Mbits/sec   1.471 ms    0/ 2123 (0%)
[  3] 43.0-44.0 sec  3.34 MBytes  28.0 Mbits/sec   0.544 ms    0/ 2381 (0%)
[  3] 44.0-45.0 sec  3.41 MBytes  28.6 Mbits/sec   0.930 ms    0/ 2429 (0%)
[  3] 45.0-46.0 sec  2.99 MBytes  25.1 Mbits/sec   0.553 ms    0/ 2133 (0%)
[  3] 46.0-47.0 sec  3.55 MBytes  29.8 Mbits/sec   1.097 ms    0/ 2532 (0%)
[  3] 47.0-48.0 sec  3.59 MBytes  30.1 Mbits/sec   0.713 ms    0/ 2560 (0%)
[  3] 48.0-49.0 sec  3.55 MBytes  29.7 Mbits/sec   0.541 ms    0/ 2529 (0%)
[  3] 49.0-50.0 sec  3.56 MBytes  29.8 Mbits/sec   0.654 ms    0/ 2538 (0%)
[  3] 50.0-51.0 sec  3.45 MBytes  28.9 Mbits/sec   0.612 ms    0/ 2460 (0%)
[  3] 51.0-52.0 sec  3.37 MBytes  28.3 Mbits/sec   0.743 ms    0/ 2406 (0%)
[  3] 52.0-53.0 sec  3.38 MBytes  28.4 Mbits/sec   0.611 ms    0/ 2412 (0%)
[  3] 53.0-54.0 sec  3.45 MBytes  28.9 Mbits/sec   0.677 ms    0/ 2461 (0%)
[  3] 54.0-55.0 sec  3.31 MBytes  27.7 Mbits/sec   0.603 ms    0/ 2358 (0%)
[  3] 55.0-56.0 sec  3.16 MBytes  26.5 Mbits/sec   1.111 ms    0/ 2251 (0%)
[  3] 56.0-57.0 sec  3.34 MBytes  28.0 Mbits/sec   0.614 ms    0/ 2381 (0%)
[  3] 57.0-58.0 sec  3.09 MBytes  26.0 Mbits/sec   0.587 ms    0/ 2207 (0%)
[  3] 58.0-59.0 sec  3.35 MBytes  28.1 Mbits/sec   0.734 ms    0/ 2390 (0%)
[  3] 59.0-60.0 sec  3.28 MBytes  27.5 Mbits/sec   0.507 ms    0/ 2340 (0%)
[  3] 60.0-61.0 sec  3.35 MBytes  28.1 Mbits/sec   0.521 ms    0/ 2387 (0%)
[  3] 61.0-62.0 sec  3.31 MBytes  27.8 Mbits/sec   1.467 ms    0/ 2361 (0%)
[  3] 62.0-63.0 sec  3.44 MBytes  28.9 Mbits/sec   0.865 ms    0/ 2456 (0%)
[  3] 63.0-64.0 sec  3.56 MBytes  29.8 Mbits/sec   0.522 ms    0/ 2536 (0%)
[  3] 64.0-65.0 sec  3.59 MBytes  30.2 Mbits/sec   1.294 ms    0/ 2564 (0%)
[  3] 65.0-66.0 sec  3.39 MBytes  28.4 Mbits/sec   1.428 ms    0/ 2415 (0%)
[  3] 66.0-67.0 sec  3.50 MBytes  29.3 Mbits/sec   0.481 ms    0/ 2494 (0%)
[  3] 67.0-68.0 sec  3.56 MBytes  29.9 Mbits/sec   0.695 ms    0/ 2540 (0%)
[  3] 68.0-69.0 sec  3.52 MBytes  29.6 Mbits/sec   1.242 ms    0/ 2514 (0%)
[  3] 69.0-70.0 sec  3.40 MBytes  28.5 Mbits/sec   0.779 ms    0/ 2427 (0%)
[  3] 70.0-71.0 sec  3.38 MBytes  28.4 Mbits/sec   0.725 ms    0/ 2414 (0%)
[  3] 71.0-72.0 sec  3.37 MBytes  28.3 Mbits/sec   1.269 ms    0/ 2404 (0%)
[  3] 72.0-73.0 sec  3.47 MBytes  29.1 Mbits/sec   0.900 ms    0/ 2473 (0%)
[  3] 73.0-74.0 sec  3.46 MBytes  29.0 Mbits/sec   0.567 ms    0/ 2467 (0%)
[  3] 74.0-75.0 sec  3.57 MBytes  29.9 Mbits/sec   0.574 ms    0/ 2543 (0%)
[  3]  0.0-75.0 sec   256 MBytes  28.6 Mbits/sec   1.384 ms    0/182600 (0%)
