------------------------------------------------------------
Server listening on UDP port 5001
Receiving 1470 byte datagrams
UDP buffer size:  176 KByte (default)
------------------------------------------------------------
[  3] local 192.168.2.4 port 5001 connected with 192.168.2.1 port 44671
[ ID] Interval       Transfer     Bandwidth        Jitter   Lost/Total Datagrams
[  3]  0.0- 1.0 sec  3.54 MBytes  29.7 Mbits/sec   0.508 ms    0/ 2527 (0%)
[  3]  1.0- 2.0 sec  3.54 MBytes  29.7 Mbits/sec   0.724 ms    0/ 2528 (0%)
[  3]  2.0- 3.0 sec  3.38 MBytes  28.4 Mbits/sec   0.619 ms    0/ 2411 (0%)
[  3]  3.0- 4.0 sec  3.55 MBytes  29.8 Mbits/sec   0.709 ms    0/ 2532 (0%)
[  3]  4.0- 5.0 sec  3.56 MBytes  29.8 Mbits/sec   0.654 ms    0/ 2538 (0%)
[  3]  5.0- 6.0 sec  3.56 MBytes  29.8 Mbits/sec   0.602 ms    0/ 2536 (0%)
[  3]  6.0- 7.0 sec  3.54 MBytes  29.7 Mbits/sec   1.195 ms    0/ 2522 (0%)
[  3]  7.0- 8.0 sec  3.56 MBytes  29.9 Mbits/sec   0.555 ms    0/ 2539 (0%)
[  3]  8.0- 9.0 sec  3.55 MBytes  29.8 Mbits/sec   0.588 ms    0/ 2532 (0%)
[  3]  9.0-10.0 sec  3.45 MBytes  29.0 Mbits/sec   0.514 ms    0/ 2463 (0%)
[  3] 10.0-11.0 sec  3.50 MBytes  29.3 Mbits/sec   0.631 ms    0/ 2495 (0%)
[  3] 11.0-12.0 sec  3.54 MBytes  29.7 Mbits/sec   1.102 ms    0/ 2522 (0%)
[  3] 12.0-13.0 sec  3.56 MBytes  29.9 Mbits/sec   1.425 ms    0/ 2541 (0%)
[  3] 13.0-14.0 sec  3.52 MBytes  29.5 Mbits/sec   0.447 ms    0/ 2512 (0%)
[  3] 14.0-15.0 sec  3.54 MBytes  29.7 Mbits/sec   0.800 ms    0/ 2524 (0%)
[  3] 15.0-16.0 sec  3.52 MBytes  29.5 Mbits/sec   0.509 ms    0/ 2512 (0%)
[  3] 16.0-17.0 sec  3.40 MBytes  28.5 Mbits/sec   1.365 ms    0/ 2423 (0%)
[  3] 17.0-18.0 sec  3.56 MBytes  29.8 Mbits/sec   0.863 ms    0/ 2538 (0%)
[  3] 18.0-19.0 sec  3.55 MBytes  29.8 Mbits/sec   0.987 ms    0/ 2533 (0%)
[  3] 19.0-20.0 sec  3.52 MBytes  29.5 Mbits/sec   0.706 ms    0/ 2509 (0%)
[  3] 20.0-21.0 sec  3.52 MBytes  29.5 Mbits/sec   0.682 ms    0/ 2511 (0%)
[  3] 21.0-22.0 sec  3.49 MBytes  29.3 Mbits/sec   1.106 ms    0/ 2492 (0%)
[  3] 22.0-23.0 sec  3.56 MBytes  29.9 Mbits/sec   0.533 ms    0/ 2539 (0%)
[  3] 23.0-24.0 sec  3.36 MBytes  28.2 Mbits/sec   0.522 ms    0/ 2395 (0%)
[  3] 24.0-25.0 sec  3.49 MBytes  29.3 Mbits/sec   0.556 ms    0/ 2493 (0%)
[  3] 25.0-26.0 sec  3.54 MBytes  29.7 Mbits/sec   0.569 ms    0/ 2523 (0%)
[  3] 26.0-27.0 sec  3.43 MBytes  28.8 Mbits/sec   0.491 ms    0/ 2446 (0%)
[  3] 27.0-28.0 sec  3.51 MBytes  29.5 Mbits/sec   1.380 ms    0/ 2507 (0%)
