[  3] 33.0-34.0 sec  3.57 MBytes  30.0 Mbits/sec   0.593 ms    0/ 2550 (0%)
[  3] 34.0-35.0 sec  3.60 MBytes  30.2 Mbits/sec   0.532 ms    0/ 2571 (0%)
[  3] 35.0-36.0 sec  3.62 MBytes  30.4 Mbits/sec   0.544 ms    0/ 2584 (0%)
[  3] 36.0-37.0 sec  3.57 MBytes  29.9 Mbits/sec   0.837 ms    0/ 2546 (0%)
[  3] 37.0-38.0 sec  3.60 MBytes  30.2 Mbits/sec   0.544 ms    0/ 2567 (0%)
[  3] 38.0-39.0 sec  3.33 MBytes  27.9 Mbits/sec   1.010 ms    0/ 2375 (0%)
[  3] 39.0-40.0 sec  3.04 MBytes  25.5 Mbits/sec   0.741 ms    0/ 2167 (0%)
[  3] 40.0-41.0 sec  3.44 MBytes  28.9 Mbits/sec   0.530 ms    0/ 2457 (0%)
[  3] 41.0-42.0 sec  3.63 MBytes  30.5 Mbits/sec   0.488 ms    0/ 2592 (0%)
[  3] 42.0-43.0 sec  3.61 MBytes  30.3 Mbits/sec   0.549 ms    0/ 2578 (0%)
[  3] 43.0-44.0 sec  3.56 MBytes  29.8 Mbits/sec   0.588 ms    0/ 2536 (0%)
[  3] 44.0-45.0 sec  3.50 MBytes  29.3 Mbits/sec   0.652 ms    0/ 2494 (0%)
[  3] 45.0-46.0 sec  3.40 MBytes  28.5 Mbits/sec   0.701 ms    0/ 2423 (0%)
[  3] 46.0-47.0 sec  3.57 MBytes  30.0 Mbits/sec   0.670 ms    0/ 2549 (0%)
[  3] 47.0-48.0 sec  3.54 MBytes  29.7 Mbits/sec   0.577 ms    0/ 2522 (0%)
[  3] 48.0-49.0 sec  3.57 MBytes  30.0 Mbits/sec   0.588 ms    0/ 2549 (0%)
[  3] 49.0-50.0 sec  2.99 MBytes  25.1 Mbits/sec   0.512 ms    0/ 2133 (0%)
[  3] 50.0-51.0 sec  3.50 MBytes  29.3 Mbits/sec   1.138 ms    0/ 2494 (0%)
[  3] 51.0-52.0 sec  3.56 MBytes  29.8 Mbits/sec   1.091 ms    0/ 2536 (0%)
[  3] 52.0-53.0 sec  3.48 MBytes  29.2 Mbits/sec   1.464 ms    0/ 2480 (0%)
[  3] 53.0-54.0 sec  3.57 MBytes  29.9 Mbits/sec   1.177 ms    0/ 2546 (0%)
[  3] 54.0-55.0 sec  3.55 MBytes  29.8 Mbits/sec   1.275 ms    0/ 2533 (0%)
[  3] 55.0-56.0 sec  3.42 MBytes  28.7 Mbits/sec   0.760 ms    0/ 2441 (0%)
[  3] 56.0-57.0 sec  2.97 MBytes  24.9 Mbits/sec   0.872 ms    0/ 2117 (0%)
[  3] 57.0-58.0 sec  3.34 MBytes  28.0 Mbits/sec   1.426 ms    0/ 2385 (0%)
[  3] 58.0-59.0 sec  3.52 MBytes  29.5 Mbits/sec   0.800 ms    0/ 2512 (0%)
[  3] 59.0-60.0 sec  3.36 MBytes  28.2 Mbits/sec   0.933 ms    0/ 2399 (0%)
[  3] 60.0-61.0 sec  3.53 MBytes  29.6 Mbits/sec   0.852 ms    0/ 2518 (0%)
[  3] 61.0-62.0 sec  3.55 MBytes  29.7 Mbits/sec   0.574 ms    0/ 2529 (0%)
[  3] 62.0-63.0 sec  3.56 MBytes  29.8 Mbits/sec   0.485 ms    0/ 2538 (0%)
[  3] 63.0-64.0 sec  3.58 MBytes  30.0 Mbits/sec   0.892 ms    0/ 2553 (0%)
[  3] 64.0-65.0 sec  2.90 MBytes  24.4 Mbits/sec   0.705 ms    0/ 2071 (0%)
[  3] 65.0-66.0 sec  3.46 MBytes  29.0 Mbits/sec   1.322 ms    0/ 2469 (0%)
[  3] 66.0-67.0 sec  3.50 MBytes  29.4 Mbits/sec   0.491 ms    0/ 2497 (0%)
[  3] 67.0-68.0 sec  3.50 MBytes  29.3 Mbits/sec   0.813 ms    0/ 2494 (0%)
[  3] 68.0-69.0 sec  3.51 MBytes  29.5 Mbits/sec   0.581 ms    0/ 2506 (0%)
[  3] 69.0-70.0 sec  3.54 MBytes  29.7 Mbits/sec   0.555 ms    0/ 2524 (0%)
[  3] 70.0-71.0 sec  3.46 MBytes  29.0 Mbits/sec   1.377 ms    0/ 2468 (0%)
[  3] 71.0-72.0 sec  3.44 MBytes  28.9 Mbits/sec   0.503 ms    0/ 2457 (0%)
[  3] 72.0-73.0 sec  3.46 MBytes  29.0 Mbits/sec   0.648 ms    0/ 2470 (0%)
[  3] 73.0-74.0 sec  3.49 MBytes  29.3 Mbits/sec   0.525 ms    0/ 2489 (0%)
[  3] 74.0-75.0 sec  3.06 MBytes  25.7 Mbits/sec   1.142 ms    0/ 2183 (0%)
[  3]  0.0-75.1 sec   258 MBytes  28.9 Mbits/sec   2.046 ms    0/184318 (0%)
