------------------------------------------------------------
Server listening on UDP port 5001
Receiving 1470 byte datagrams
UDP buffer size:  176 KByte (default)
------------------------------------------------------------
[  3] local 192.168.2.4 port 5001 connected with 192.168.2.1 port 51273
[ ID] Interval       Transfer     Bandwidth        Jitter   Lost/Total Datagrams
[  3]  0.0- 1.0 sec  3.50 MBytes  29.4 Mbits/sec   1.273 ms    0/ 2500 (0%)
[  3]  1.0- 2.0 sec  3.57 MBytes  30.0 Mbits/sec   1.062 ms    0/ 2547 (0%)
[  3]  2.0- 3.0 sec  3.52 MBytes  29.6 Mbits/sec   0.691 ms    0/ 2514 (0%)
[  3]  3.0- 4.0 sec  3.44 MBytes  28.9 Mbits/sec   0.556 ms    0/ 2454 (0%)
[  3]  4.0- 5.0 sec  3.41 MBytes  28.6 Mbits/sec   0.882 ms    0/ 2430 (0%)
[  3]  5.0- 6.0 sec  3.36 MBytes  28.2 Mbits/sec   0.963 ms    0/ 2400 (0%)
[  3]  6.0- 7.0 sec  3.52 MBytes  29.6 Mbits/sec   0.634 ms    0/ 2513 (0%)
[  3]  7.0- 8.0 sec  2.87 MBytes  24.0 Mbits/sec   1.370 ms    0/ 2044 (0%)
[  3]  8.0- 9.0 sec  3.58 MBytes  30.0 Mbits/sec   0.666 ms    0/ 2555 (0%)
[  3]  9.0-10.0 sec  3.52 MBytes  29.5 Mbits/sec   0.596 ms    0/ 2512 (0%)
[  3] 10.0-11.0 sec  3.55 MBytes  29.8 Mbits/sec   0.524 ms    0/ 2531 (0%)
[  3] 11.0-12.0 sec  3.53 MBytes  29.6 Mbits/sec   0.548 ms    0/ 2520 (0%)
[  3] 12.0-13.0 sec  3.42 MBytes  28.7 Mbits/sec   0.899 ms    0/ 2437 (0%)
[  3] 13.0-14.0 sec  3.50 MBytes  29.4 Mbits/sec   1.122 ms    0/ 2498 (0%)
[  3] 14.0-15.0 sec  3.52 MBytes  29.5 Mbits/sec   0.875 ms    0/ 2508 (0%)
[  3] 15.0-16.0 sec  2.91 MBytes  24.4 Mbits/sec   0.565 ms    0/ 2078 (0%)
[  3] 16.0-17.0 sec  3.49 MBytes  29.3 Mbits/sec   0.822 ms    0/ 2488 (0%)
[  3] 17.0-18.0 sec  3.47 MBytes  29.1 Mbits/sec   0.541 ms    0/ 2477 (0%)
[  3] 18.0-19.0 sec  3.54 MBytes  29.7 Mbits/sec   0.599 ms    0/ 2528 (0%)
[  3] 19.0-20.0 sec  3.53 MBytes  29.6 Mbits/sec   0.824 ms    0/ 2518 (0%)
[  3] 20.0-21.0 sec  3.37 MBytes  28.3 Mbits/sec   0.608 ms    0/ 2407 (0%)
[  3] 21.0-22.0 sec  3.58 MBytes  30.0 Mbits/sec   0.835 ms    0/ 2554 (0%)
[  3] 22.0-23.0 sec  2.86 MBytes  24.0 Mbits/sec   0.599 ms    0/ 2038 (0%)
[  3] 23.0-24.0 sec  3.51 MBytes  29.5 Mbits/sec   0.549 ms    0/ 2506 (0%)
[  3] 24.0-25.0 sec  3.51 MBytes  29.5 Mbits/sec   1.101 ms    0/ 2505 (0%)
[  3] 25.0-26.0 sec  3.57 MBytes  30.0 Mbits/sec   0.972 ms    0/ 2547 (0%)
[  3] 26.0-27.0 sec  3.53 MBytes  29.6 Mbits/sec   0.585 ms    0/ 2517 (0%)
[  3] 27.0-28.0 sec  3.52 MBytes  29.6 Mbits/sec   0.588 ms    0/ 2514 (0%)
[  3] 28.0-29.0 sec  3.48 MBytes  29.2 Mbits/sec   0.929 ms    0/ 2480 (0%)
[  3] 29.0-30.0 sec  3.60 MBytes  30.2 Mbits/sec   0.771 ms    0/ 2566 (0%)
[  3] 30.0-31.0 sec  3.15 MBytes  26.4 Mbits/sec   1.002 ms    0/ 2244 (0%)
[  3] 31.0-32.0 sec  3.24 MBytes  27.2 Mbits/sec   0.700 ms    0/ 2310 (0%)
[  3] 32.0-33.0 sec  3.57 MBytes  29.9 Mbits/sec   0.808 ms    0/ 2545 (0%)
