------------------------------------------------------------
Server listening on UDP port 5001
Receiving 1470 byte datagrams
UDP buffer size:  176 KByte (default)
------------------------------------------------------------
[  3] local 192.168.2.4 port 5001 connected with 192.168.2.1 port 42797
[ ID] Interval       Transfer     Bandwidth        Jitter   Lost/Total Datagrams
[  3]  0.0- 1.0 sec  3.00 MBytes  25.1 Mbits/sec   0.632 ms    0/ 2138 (0%)
[  3]  1.0- 2.0 sec  3.00 MBytes  25.2 Mbits/sec   0.600 ms    0/ 2143 (0%)
[  3]  2.0- 3.0 sec  3.00 MBytes  25.2 Mbits/sec   0.619 ms    0/ 2143 (0%)
[  3]  3.0- 4.0 sec  3.00 MBytes  25.1 Mbits/sec   0.668 ms    0/ 2137 (0%)
[  3]  4.0- 5.0 sec  3.00 MBytes  25.2 Mbits/sec   0.635 ms    0/ 2142 (0%)
[  3]  5.0- 6.0 sec  3.00 MBytes  25.2 Mbits/sec   0.642 ms    0/ 2139 (0%)
[  3]  6.0- 7.0 sec  2.99 MBytes  25.1 Mbits/sec   0.770 ms    0/ 2135 (0%)
[  3]  7.0- 8.0 sec  2.74 MBytes  23.0 Mbits/sec   0.548 ms    0/ 1952 (0%)
[  3]  8.0- 9.0 sec  3.27 MBytes  27.4 Mbits/sec   0.631 ms    0/ 2332 (0%)
[  3]  9.0-10.0 sec  3.00 MBytes  25.2 Mbits/sec   0.595 ms    0/ 2142 (0%)
[  3] 10.0-11.0 sec  2.99 MBytes  25.1 Mbits/sec   0.673 ms    0/ 2136 (0%)
[  3] 11.0-12.0 sec  3.01 MBytes  25.2 Mbits/sec   0.639 ms    0/ 2145 (0%)
[  3] 12.0-13.0 sec  3.00 MBytes  25.2 Mbits/sec   0.610 ms    0/ 2139 (0%)
[  3] 13.0-14.0 sec  3.00 MBytes  25.2 Mbits/sec   0.593 ms    0/ 2139 (0%)
[  3] 14.0-15.0 sec  3.00 MBytes  25.2 Mbits/sec   0.631 ms    0/ 2140 (0%)
[  3] 15.0-16.0 sec  3.00 MBytes  25.2 Mbits/sec   0.618 ms    0/ 2141 (0%)
[  3] 16.0-17.0 sec  3.00 MBytes  25.2 Mbits/sec   0.584 ms    0/ 2140 (0%)
[  3] 17.0-18.0 sec  2.77 MBytes  23.3 Mbits/sec   0.668 ms    0/ 1979 (0%)
[  3] 18.0-19.0 sec  3.22 MBytes  27.0 Mbits/sec   0.684 ms    0/ 2300 (0%)
[  3] 19.0-20.0 sec  3.00 MBytes  25.2 Mbits/sec   0.611 ms    0/ 2141 (0%)
[  3] 20.0-21.0 sec  3.00 MBytes  25.2 Mbits/sec   0.662 ms    0/ 2139 (0%)
[  3] 21.0-22.0 sec  3.00 MBytes  25.2 Mbits/sec   0.736 ms    0/ 2140 (0%)
[  3] 22.0-23.0 sec  3.00 MBytes  25.2 Mbits/sec   0.611 ms    0/ 2141 (0%)
[  3] 23.0-24.0 sec  2.99 MBytes  25.1 Mbits/sec   0.704 ms    0/ 2136 (0%)
[  3] 24.0-25.0 sec  3.00 MBytes  25.2 Mbits/sec   0.681 ms    0/ 2143 (0%)
[  3] 25.0-26.0 sec  3.00 MBytes  25.2 Mbits/sec   0.628 ms    0/ 2142 (0%)
[  3] 26.0-27.0 sec  2.93 MBytes  24.6 Mbits/sec   0.815 ms    0/ 2091 (0%)
[  3] 27.0-28.0 sec  3.06 MBytes  25.7 Mbits/sec   0.624 ms    0/ 2185 (0%)
[  3] 28.0-29.0 sec  3.00 MBytes  25.2 Mbits/sec   0.605 ms    0/ 2143 (0%)
[  3] 29.0-30.0 sec  3.00 MBytes  25.2 Mbits/sec   0.636 ms    0/ 2139 (0%)
[  3] 30.0-31.0 sec  3.00 MBytes  25.2 Mbits/sec   0.626 ms    0/ 2141 (0%)
[  3] 31.0-32.0 sec  3.00 MBytes  25.1 Mbits/sec   0.613 ms    0/ 2137 (0%)
[  3] 32.0-33.0 sec  3.00 MBytes  25.2 Mbits/sec   0.606 ms    0/ 2143 (0%)
[  3] 33.0-34.0 sec  3.00 MBytes  25.2 Mbits/sec   0.592 ms    0/ 2139 (0%)
[  3] 34.0-35.0 sec  3.00 MBytes  25.2 Mbits/sec   0.661 ms    0/ 2141 (0%)
[  3] 35.0-36.0 sec  2.99 MBytes  25.1 Mbits/sec   0.647 ms    0/ 2135 (0%)
[  3] 36.0-37.0 sec  2.97 MBytes  24.9 Mbits/sec   0.606 ms    0/ 2120 (0%)
