[  3] 37.0-38.0 sec  2.91 MBytes  24.4 Mbits/sec   0.667 ms    0/ 2073 (0%)
[  3] 38.0-39.0 sec  3.12 MBytes  26.2 Mbits/sec   0.700 ms    0/ 2229 (0%)
[  3] 39.0-40.0 sec  3.00 MBytes  25.2 Mbits/sec   0.605 ms    0/ 2143 (0%)
[  3] 40.0-41.0 sec  2.99 MBytes  25.1 Mbits/sec   0.686 ms    0/ 2136 (0%)
[  3] 41.0-42.0 sec  3.00 MBytes  25.2 Mbits/sec   0.596 ms    0/ 2141 (0%)
[  3] 42.0-43.0 sec  2.99 MBytes  25.1 Mbits/sec   0.758 ms    0/ 2136 (0%)
[  3] 43.0-44.0 sec  3.01 MBytes  25.2 Mbits/sec   0.659 ms    0/ 2144 (0%)
[  3] 44.0-45.0 sec  3.00 MBytes  25.2 Mbits/sec   0.600 ms    0/ 2142 (0%)
[  3] 45.0-46.0 sec  3.00 MBytes  25.2 Mbits/sec   0.663 ms    0/ 2139 (0%)
[  3] 46.0-47.0 sec  2.79 MBytes  23.4 Mbits/sec   0.944 ms    0/ 1990 (0%)
[  3] 47.0-48.0 sec  3.05 MBytes  25.6 Mbits/sec   0.565 ms    0/ 2176 (0%)
[  3] 48.0-49.0 sec  3.16 MBytes  26.5 Mbits/sec   0.622 ms    0/ 2255 (0%)
[  3] 49.0-50.0 sec  3.00 MBytes  25.2 Mbits/sec   0.637 ms    0/ 2139 (0%)
[  3] 50.0-51.0 sec  3.00 MBytes  25.1 Mbits/sec   0.719 ms    0/ 2138 (0%)
[  3] 51.0-52.0 sec  3.00 MBytes  25.2 Mbits/sec   0.655 ms    0/ 2140 (0%)
[  3] 52.0-53.0 sec  2.99 MBytes  25.1 Mbits/sec   0.955 ms    0/ 2135 (0%)
[  3] 53.0-54.0 sec  3.01 MBytes  25.3 Mbits/sec   0.604 ms    0/ 2148 (0%)
[  3] 54.0-55.0 sec  3.00 MBytes  25.1 Mbits/sec   0.637 ms    0/ 2138 (0%)
[  3] 55.0-56.0 sec  3.00 MBytes  25.2 Mbits/sec   0.704 ms    0/ 2139 (0%)
[  3] 56.0-57.0 sec  3.00 MBytes  25.2 Mbits/sec   0.616 ms    0/ 2142 (0%)
[  3] 57.0-58.0 sec  2.95 MBytes  24.7 Mbits/sec   0.555 ms    0/ 2102 (0%)
[  3] 58.0-59.0 sec  3.05 MBytes  25.6 Mbits/sec   0.641 ms    0/ 2178 (0%)
[  3] 59.0-60.0 sec  3.00 MBytes  25.1 Mbits/sec   0.645 ms    0/ 2138 (0%)
[  3] 60.0-61.0 sec  3.00 MBytes  25.2 Mbits/sec   0.622 ms    0/ 2143 (0%)
[  3] 61.0-62.0 sec  3.00 MBytes  25.1 Mbits/sec   0.594 ms    0/ 2138 (0%)
[  3] 62.0-63.0 sec  3.00 MBytes  25.2 Mbits/sec   0.599 ms    0/ 2140 (0%)
[  3] 63.0-64.0 sec  3.00 MBytes  25.2 Mbits/sec   0.598 ms    0/ 2140 (0%)
[  3] 64.0-65.0 sec  3.00 MBytes  25.2 Mbits/sec   0.629 ms    0/ 2141 (0%)
[  3] 65.0-66.0 sec  3.00 MBytes  25.1 Mbits/sec   0.629 ms    0/ 2138 (0%)
[  3] 66.0-67.0 sec  3.00 MBytes  25.2 Mbits/sec   0.589 ms    0/ 2142 (0%)
[  3] 67.0-68.0 sec  2.86 MBytes  24.0 Mbits/sec   1.259 ms    0/ 2042 (0%)
[  3] 68.0-69.0 sec  3.14 MBytes  26.3 Mbits/sec   0.620 ms    0/ 2237 (0%)
[  3] 69.0-70.0 sec  3.00 MBytes  25.1 Mbits/sec   0.630 ms    0/ 2138 (0%)
[  3] 70.0-71.0 sec  3.00 MBytes  25.1 Mbits/sec   0.842 ms    0/ 2138 (0%)
[  3] 71.0-72.0 sec  3.00 MBytes  25.2 Mbits/sec   0.605 ms    0/ 2142 (0%)
[  3] 72.0-73.0 sec  3.00 MBytes  25.2 Mbits/sec   0.640 ms    0/ 2142 (0%)
[  3] 73.0-74.0 sec  3.00 MBytes  25.2 Mbits/sec   0.618 ms    0/ 2142 (0%)
[  3] 74.0-75.0 sec  2.99 MBytes  25.1 Mbits/sec   0.695 ms    0/ 2133 (0%)
[  3]  0.0-75.0 sec   225 MBytes  25.2 Mbits/sec   0.667 ms    0/160497 (0%)
