------------------------------------------------------------
Server listening on UDP port 5001
Receiving 1470 byte datagrams
UDP buffer size:  176 KByte (default)
------------------------------------------------------------
[  3] local 192.168.2.4 port 5001 connected with 192.168.2.1 port 40875
[ ID] Interval       Transfer     Bandwidth        Jitter   Lost/Total Datagrams
[  3]  0.0- 1.0 sec   769 KBytes  6.30 Mbits/sec   0.826 ms    0/  536 (0%)
[  3]  1.0- 2.0 sec   768 KBytes  6.29 Mbits/sec   1.228 ms    0/  535 (0%)
[  3]  2.0- 3.0 sec   768 KBytes  6.29 Mbits/sec   1.603 ms    0/  535 (0%)
[  3]  3.0- 4.0 sec   768 KBytes  6.29 Mbits/sec   0.455 ms    0/  535 (0%)
[  3]  4.0- 5.0 sec   768 KBytes  6.29 Mbits/sec   0.888 ms    0/  535 (0%)
[  3]  5.0- 6.0 sec   768 KBytes  6.29 Mbits/sec   0.263 ms    0/  535 (0%)
[  3]  6.0- 7.0 sec   768 KBytes  6.29 Mbits/sec   0.143 ms    0/  535 (0%)
[  3]  7.0- 8.0 sec   768 KBytes  6.29 Mbits/sec   0.217 ms    0/  535 (0%)
[  3]  8.0- 9.0 sec   768 KBytes  6.29 Mbits/sec   0.212 ms    0/  535 (0%)
[  3]  9.0-10.0 sec   768 KBytes  6.29 Mbits/sec   0.140 ms    0/  535 (0%)
[  3] 10.0-11.0 sec   768 KBytes  6.29 Mbits/sec   0.274 ms    0/  535 (0%)
[  3] 11.0-12.0 sec   768 KBytes  6.29 Mbits/sec   0.708 ms    0/  535 (0%)
[  3] 12.0-13.0 sec   768 KBytes  6.29 Mbits/sec   0.146 ms    0/  535 (0%)
[  3] 13.0-14.0 sec   768 KBytes  6.29 Mbits/sec   0.101 ms    0/  535 (0%)
[  3] 14.0-15.0 sec   768 KBytes  6.29 Mbits/sec   0.190 ms    0/  535 (0%)
[  3] 15.0-16.0 sec   768 KBytes  6.29 Mbits/sec   0.136 ms    0/  535 (0%)
[  3] 16.0-17.0 sec   767 KBytes  6.28 Mbits/sec   0.151 ms    0/  534 (0%)
[  3] 17.0-18.0 sec   769 KBytes  6.30 Mbits/sec   0.148 ms    0/  536 (0%)
[  3] 18.0-19.0 sec   768 KBytes  6.29 Mbits/sec   0.165 ms    0/  535 (0%)
[  3] 19.0-20.0 sec   768 KBytes  6.29 Mbits/sec   0.288 ms    0/  535 (0%)
[  3] 20.0-21.0 sec   768 KBytes  6.29 Mbits/sec   0.305 ms    0/  535 (0%)
[  3] 21.0-22.0 sec   768 KBytes  6.29 Mbits/sec   0.426 ms    0/  535 (0%)
[  3] 22.0-23.0 sec   768 KBytes  6.29 Mbits/sec   0.533 ms    0/  535 (0%)
