[  3] 23.0-24.0 sec   768 KBytes  6.29 Mbits/sec   0.561 ms    0/  535 (0%)
[  3] 24.0-25.0 sec   767 KBytes  6.28 Mbits/sec   0.859 ms    0/  534 (0%)
[  3] 25.0-26.0 sec   768 KBytes  6.29 Mbits/sec   0.863 ms    0/  535 (0%)
[  3] 26.0-27.0 sec   768 KBytes  6.29 Mbits/sec   0.786 ms    0/  535 (0%)
[  3] 27.0-28.0 sec   768 KBytes  6.29 Mbits/sec   0.768 ms    0/  535 (0%)
[  3] 28.0-29.0 sec   769 KBytes  6.30 Mbits/sec   0.348 ms    0/  536 (0%)
[  3] 29.0-30.0 sec   767 KBytes  6.28 Mbits/sec   0.608 ms    0/  534 (0%)
[  3] 30.0-31.0 sec   769 KBytes  6.30 Mbits/sec   0.069 ms    0/  536 (0%)
[  3] 31.0-32.0 sec   767 KBytes  6.28 Mbits/sec   0.630 ms    0/  534 (0%)
[  3] 32.0-33.0 sec   769 KBytes  6.30 Mbits/sec   0.663 ms    0/  536 (0%)
[  3] 33.0-34.0 sec   767 KBytes  6.28 Mbits/sec   0.296 ms    0/  534 (0%)
[  3] 34.0-35.0 sec   769 KBytes  6.30 Mbits/sec   0.873 ms    0/  536 (0%)
[  3] 35.0-36.0 sec   768 KBytes  6.29 Mbits/sec   0.303 ms    0/  535 (0%)
[  3] 36.0-37.0 sec   767 KBytes  6.28 Mbits/sec   0.552 ms    0/  534 (0%)
[  3] 37.0-38.0 sec   769 KBytes  6.30 Mbits/sec   0.190 ms    0/  536 (0%)
[  3] 38.0-39.0 sec   768 KBytes  6.29 Mbits/sec   0.208 ms    0/  535 (0%)
[  3] 39.0-40.0 sec   768 KBytes  6.29 Mbits/sec   0.090 ms    0/  535 (0%)
[  3] 40.0-41.0 sec   768 KBytes  6.29 Mbits/sec   0.239 ms    0/  535 (0%)
[  3] 41.0-42.0 sec   768 KBytes  6.29 Mbits/sec   0.335 ms    0/  535 (0%)
[  3] 42.0-43.0 sec   768 KBytes  6.29 Mbits/sec   0.455 ms    0/  535 (0%)
[  3] 43.0-44.0 sec   768 KBytes  6.29 Mbits/sec   0.526 ms    0/  535 (0%)
[  3] 44.0-45.0 sec   767 KBytes  6.28 Mbits/sec   0.219 ms    0/  534 (0%)
[  3] 45.0-46.0 sec   767 KBytes  6.28 Mbits/sec   0.898 ms    0/  534 (0%)
[  3] 46.0-47.0 sec   771 KBytes  6.32 Mbits/sec   0.989 ms    0/  537 (0%)
[  3] 47.0-48.0 sec   767 KBytes  6.28 Mbits/sec   0.924 ms    0/  534 (0%)
[  3] 48.0-49.0 sec   768 KBytes  6.29 Mbits/sec   1.029 ms    0/  535 (0%)
[  3] 49.0-50.0 sec   768 KBytes  6.29 Mbits/sec   0.204 ms    0/  535 (0%)
[  3] 50.0-51.0 sec   768 KBytes  6.29 Mbits/sec   0.736 ms    0/  535 (0%)
[  3] 51.0-52.0 sec   768 KBytes  6.29 Mbits/sec   0.271 ms    0/  535 (0%)
[  3] 52.0-53.0 sec   768 KBytes  6.29 Mbits/sec   0.108 ms    0/  535 (0%)
[  3] 53.0-54.0 sec   767 KBytes  6.28 Mbits/sec   1.592 ms    0/  534 (0%)
[  3] 54.0-55.0 sec   768 KBytes  6.29 Mbits/sec   0.317 ms    0/  535 (0%)
[  3] 55.0-56.0 sec   769 KBytes  6.30 Mbits/sec   1.359 ms    0/  536 (0%)
[  3] 56.0-57.0 sec   768 KBytes  6.29 Mbits/sec   0.072 ms    0/  535 (0%)
[  3] 57.0-58.0 sec   768 KBytes  6.29 Mbits/sec   0.246 ms    0/  535 (0%)
[  3] 58.0-59.0 sec   768 KBytes  6.29 Mbits/sec   1.403 ms    0/  535 (0%)
[  3] 59.0-60.0 sec   768 KBytes  6.29 Mbits/sec   0.167 ms    0/  535 (0%)
[  3] 60.0-61.0 sec   768 KBytes  6.29 Mbits/sec   0.445 ms    0/  535 (0%)
[  3] 61.0-62.0 sec   768 KBytes  6.29 Mbits/sec   0.213 ms    0/  535 (0%)
[  3] 62.0-63.0 sec   768 KBytes  6.29 Mbits/sec   0.558 ms    0/  535 (0%)
[  3] 63.0-64.0 sec   768 KBytes  6.29 Mbits/sec   1.357 ms    0/  535 (0%)
[  3] 64.0-65.0 sec   768 KBytes  6.29 Mbits/sec   0.113 ms    0/  535 (0%)
[  3] 65.0-66.0 sec   768 KBytes  6.29 Mbits/sec   0.343 ms    0/  535 (0%)
[  3] 66.0-67.0 sec   768 KBytes  6.29 Mbits/sec   0.144 ms    0/  535 (0%)
[  3] 67.0-68.0 sec   768 KBytes  6.29 Mbits/sec   0.228 ms    0/  535 (0%)
[  3] 68.0-69.0 sec   767 KBytes  6.28 Mbits/sec   0.317 ms    0/  534 (0%)
[  3] 69.0-70.0 sec   769 KBytes  6.30 Mbits/sec   0.189 ms    0/  536 (0%)
[  3] 70.0-71.0 sec   768 KBytes  6.29 Mbits/sec   0.245 ms    0/  535 (0%)
[  3] 71.0-72.0 sec   768 KBytes  6.29 Mbits/sec   0.709 ms    0/  535 (0%)
[  3] 72.0-73.0 sec   768 KBytes  6.29 Mbits/sec   0.332 ms    0/  535 (0%)
[  3] 73.0-74.0 sec   767 KBytes  6.28 Mbits/sec   0.479 ms    0/  534 (0%)
[  3] 74.0-75.0 sec   769 KBytes  6.30 Mbits/sec   0.181 ms    0/  536 (0%)
[  3]  0.0-75.0 sec  56.3 MBytes  6.29 Mbits/sec   0.181 ms    0/40125 (0%)
