edge_name,unix_timestamp,percentage_cpu_utilisation
edge5,1631686156.838942,11.9
edge5,1631686159.8486657,24.0
edge5,1631686162.853444,25.3
edge5,1631686165.8715534,26.6
edge5,1631686168.918412,25.8
edge5,1631686171.932308,25.8
edge5,1631686174.94486,25.8
edge5,1631686177.9597695,27.0
edge5,1631686180.9945006,27.0
edge5,1631686184.008612,25.6
edge5,1631686187.0325766,25.4
edge5,1631686190.0436387,26.1
edge5,1631686193.0587084,26.4
edge5,1631686196.070064,27.0
edge5,1631686199.0782716,26.1
edge5,1631686202.0853693,26.6
edge5,1631686205.1158855,27.0
edge5,1631686208.125103,23.6
edge5,1631686211.1340096,22.7
edge5,1631686214.1613169,22.4
edge5,1631686217.1734352,22.2
edge5,1631686220.1900053,21.7
edge5,1631686223.1982505,22.8
edge5,1631686226.2100165,21.5
edge5,1631686229.2223582,21.8
edge5,1631686232.2347457,8.9
edge5,1631686235.2420452,3.2
edge5,1631686238.249442,1.5
edge5,1631686241.2568364,1.0
