edge_name,unix_timestamp,percentage_cpu_utilisation
edge5,1631685595.8423526,14.3
edge5,1631685598.8533804,26.1
edge5,1631685601.8671527,26.2
edge5,1631685604.8752162,25.9
edge5,1631685607.8823738,26.9
edge5,1631685610.9039237,26.2
edge5,1631685613.9201672,25.9
edge5,1631685616.9400566,26.1
edge5,1631685619.9473498,24.7
edge5,1631685622.9583087,25.9
edge5,1631685626.1353924,24.7
edge5,1631685629.1544704,23.1
edge5,1631685632.1698077,24.6
edge5,1631685635.178161,26.0
edge5,1631685638.2764375,26.6
edge5,1631685641.286298,22.8
edge5,1631685644.2929668,26.0
edge5,1631685647.3136709,24.4
edge5,1631685650.3229024,26.9
edge5,1631685653.3298569,25.0
edge5,1631685656.3392327,24.7
edge5,1631685659.346561,21.9
edge5,1631685662.4205365,23.4
edge5,1631685665.4337163,23.0
edge5,1631685668.440063,20.9
edge5,1631685671.4478655,0.5
edge5,1631685674.4584093,1.5
edge5,1631685677.4659903,2.3
edge5,1631685680.4734242,0.5
