edge_name,unix_timestamp,percentage_cpu_utilisation
edge5,1631685734.4625845,13.6
edge5,1631685737.4712226,26.1
edge5,1631685740.4875288,25.1
edge5,1631685743.4964073,26.2
edge5,1631685746.5058186,26.6
edge5,1631685749.5240223,25.8
edge5,1631685752.552892,27.4
edge5,1631685755.5636942,26.0
edge5,1631685758.571285,26.2
edge5,1631685761.5923538,25.8
edge5,1631685764.6021738,25.2
edge5,1631685767.6226413,25.8
edge5,1631685770.6549993,25.4
edge5,1631685773.6873922,25.7
edge5,1631685776.7033846,26.8
edge5,1631685779.718538,26.1
edge5,1631685782.727129,24.1
edge5,1631685785.7339118,26.6
edge5,1631685788.7600474,25.3
edge5,1631685791.7683873,23.3
edge5,1631685794.774391,24.2
edge5,1631685797.797911,21.2
edge5,1631685800.810244,23.5
edge5,1631685803.8295531,21.0
edge5,1631685806.8525708,21.5
edge5,1631685809.8619697,4.1
edge5,1631685812.8689127,0.3
edge5,1631685815.8767042,0.8
