edge_name,unix_timestamp,percentage_cpu_utilisation
edge5,1631686473.2964766,7.1
edge5,1631686476.3060458,25.4
edge5,1631686479.3143547,26.5
edge5,1631686482.359669,26.8
edge5,1631686485.367976,27.0
edge5,1631686488.379778,27.3
edge5,1631686491.3962717,26.0
edge5,1631686494.4051647,25.4
edge5,1631686497.4246151,27.1
edge5,1631686500.4341133,26.5
edge5,1631686503.4529517,26.7
edge5,1631686506.4593315,26.7
edge5,1631686509.472373,26.6
edge5,1631686512.4800801,27.5
edge5,1631686515.4870887,26.0
edge5,1631686518.5133276,25.3
edge5,1631686521.5242167,26.9
edge5,1631686524.591028,24.9
edge5,1631686527.5988822,21.8
edge5,1631686530.6036336,20.6
edge5,1631686533.6241755,22.5
edge5,1631686536.6368341,20.6
edge5,1631686539.647074,19.7
edge5,1631686542.6572504,20.3
edge5,1631686545.6800368,22.6
edge5,1631686548.698351,13.1
edge5,1631686551.7083077,1.0
edge5,1631686554.7159367,3.5
edge5,1631686557.7235653,1.0
edge5,1631686560.7304883,1.8
edge5,1631686563.739078,0.8
