edge_name,unix_timestamp,percentage_cpu_utilisation
edge1,1631968324.6531634,15.1
edge1,1631968327.8026755,14.5
edge1,1631968330.8094761,17.6
edge1,1631968333.8266327,16.6
edge1,1631968336.8338554,17.9
edge1,1631968339.8428206,18.3
edge1,1631968342.8677459,13.0
edge1,1631968345.8754015,15.9
edge1,1631968348.8831816,12.1
edge1,1631968351.893607,15.6
edge1,1631968354.897921,14.1
edge1,1631968357.9099915,16.4
edge1,1631968360.9177628,16.7
edge1,1631968363.928298,18.4
edge1,1631968366.981778,19.8
edge1,1631968369.996135,16.8
edge1,1631968373.0097816,18.8
edge1,1631968376.0197003,15.8
edge1,1631968379.0258324,15.9
edge1,1631968382.0327065,19.0
