-----------------------------------------------------------
Server listening on 5201
-----------------------------------------------------------
Accepted connection from 192.168.2.4, port 52936
[  5] local 192.168.2.1 port 5201 connected to 192.168.2.4 port 58355
[ ID] Interval           Transfer     Bitrate         Jitter    Lost/Total Datagrams
[  5]   0.00-1.00   sec  2.53 MBytes  21.2 Mbits/sec  1.554 ms  0/1829 (0%)  
[  5]   1.00-2.00   sec  1.88 MBytes  15.8 Mbits/sec  1.537 ms  0/1365 (0%)  
[  5]   2.00-3.00   sec  1.92 MBytes  16.1 Mbits/sec  1.467 ms  0/1393 (0%)  
[  5]   3.00-4.00   sec  1.94 MBytes  16.2 Mbits/sec  1.516 ms  0/1402 (0%)  
[  5]   4.00-5.00   sec  1.97 MBytes  16.5 Mbits/sec  1.018 ms  0/1426 (0%)  
[  5]   5.00-6.00   sec  1.87 MBytes  15.7 Mbits/sec  1.170 ms  0/1351 (0%)  
[  5]   6.00-7.00   sec  1.80 MBytes  15.1 Mbits/sec  1.358 ms  0/1301 (0%)  
[  5]   7.00-8.00   sec  1.83 MBytes  15.4 Mbits/sec  1.031 ms  0/1326 (0%)  
[  5]   8.00-9.00   sec  1.82 MBytes  15.3 Mbits/sec  2.042 ms  0/1319 (0%)  
[  5]   9.00-10.00  sec  1.96 MBytes  16.4 Mbits/sec  1.428 ms  0/1417 (0%)  
[  5]  10.00-11.00  sec  1.91 MBytes  16.0 Mbits/sec  1.078 ms  0/1385 (0%)  
[  5]  11.00-12.00  sec  1.94 MBytes  16.3 Mbits/sec  1.105 ms  0/1404 (0%)  
[  5]  12.00-13.00  sec  1.90 MBytes  16.0 Mbits/sec  1.060 ms  0/1378 (0%)  
[  5]  13.00-14.00  sec  1.93 MBytes  16.2 Mbits/sec  1.120 ms  0/1400 (0%)  
[  5]  14.00-15.00  sec  1.68 MBytes  14.1 Mbits/sec  1.711 ms  0/1217 (0%)  
[  5]  15.00-16.00  sec  1.86 MBytes  15.6 Mbits/sec  1.356 ms  0/1345 (0%)  
[  5]  16.00-17.00  sec  1.83 MBytes  15.3 Mbits/sec  1.358 ms  0/1323 (0%)  
[  5]  17.00-18.00  sec  1.84 MBytes  15.5 Mbits/sec  1.540 ms  0/1336 (0%)  
[  5]  18.00-19.00  sec  1.85 MBytes  15.5 Mbits/sec  1.786 ms  0/1338 (0%)  
[  5]  19.00-20.00  sec  1.84 MBytes  15.5 Mbits/sec  1.015 ms  0/1336 (0%)  
[  5]  20.00-21.00  sec  1.99 MBytes  16.7 Mbits/sec  1.064 ms  0/1443 (0%)  
[  5]  21.00-22.00  sec  1.95 MBytes  16.3 Mbits/sec  1.344 ms  0/1411 (0%)  
[  5]  22.00-23.00  sec  1.95 MBytes  16.3 Mbits/sec  1.220 ms  0/1411 (0%)  
[  5]  23.00-24.00  sec  1.99 MBytes  16.7 Mbits/sec  1.020 ms  0/1442 (0%)  
[  5]  24.00-25.00  sec  1.91 MBytes  16.0 Mbits/sec  1.601 ms  0/1382 (0%)  
[  5]  25.00-26.00  sec  1.96 MBytes  16.5 Mbits/sec  1.141 ms  0/1422 (0%)  
[  5]  26.00-27.00  sec  1.83 MBytes  15.3 Mbits/sec  1.392 ms  0/1324 (0%)  
[  5]  27.00-28.00  sec  1.98 MBytes  16.6 Mbits/sec  1.251 ms  0/1437 (0%)  
[  5]  28.00-29.00  sec  1.99 MBytes  16.7 Mbits/sec  1.009 ms  0/1442 (0%)  
[  5]  29.00-30.00  sec  1.97 MBytes  16.6 Mbits/sec  1.117 ms  0/1430 (0%)  
[  5]  30.00-31.00  sec  1.96 MBytes  16.4 Mbits/sec  1.154 ms  0/1417 (0%)  
[  5]  31.00-32.00  sec  1.99 MBytes  16.7 Mbits/sec  1.140 ms  0/1441 (0%)  
[  5]  32.00-33.00  sec  1.92 MBytes  16.1 Mbits/sec  1.018 ms  0/1393 (0%)  
[  5]  33.00-34.00  sec  1.96 MBytes  16.4 Mbits/sec  0.998 ms  0/1417 (0%)  
[  5]  34.00-35.00  sec  1.98 MBytes  16.6 Mbits/sec  1.585 ms  0/1433 (0%)  
[  5]  35.00-36.00  sec  1.99 MBytes  16.7 Mbits/sec  1.035 ms  0/1440 (0%)  
[  5]  36.00-37.00  sec  1.96 MBytes  16.4 Mbits/sec  1.068 ms  0/1417 (0%)  
[  5]  37.00-38.00  sec  1.98 MBytes  16.6 Mbits/sec  1.165 ms  0/1432 (0%)  
[  5]  38.00-39.00  sec  1.95 MBytes  16.4 Mbits/sec  1.013 ms  0/1415 (0%)  
[  5]  39.00-40.00  sec  1.98 MBytes  16.6 Mbits/sec  1.299 ms  0/1437 (0%)  
[  5]  40.00-41.00  sec  1.95 MBytes  16.3 Mbits/sec  1.087 ms  0/1410 (0%)  
[  5]  41.00-42.00  sec  1.96 MBytes  16.4 Mbits/sec  1.026 ms  0/1417 (0%)  
[  5]  42.00-43.00  sec  1.95 MBytes  16.4 Mbits/sec  1.116 ms  0/1415 (0%)  
[  5]  43.00-44.00  sec  1.96 MBytes  16.4 Mbits/sec  1.038 ms  0/1419 (0%)  
[  5]  44.00-45.00  sec  1.94 MBytes  16.3 Mbits/sec  1.066 ms  0/1404 (0%)  
[  5]  45.00-46.00  sec  1.98 MBytes  16.6 Mbits/sec  1.273 ms  0/1437 (0%)  
