-----------------------------------------------------------
Server listening on 5201
-----------------------------------------------------------
Accepted connection from 192.168.2.4, port 53226
[  5] local 192.168.2.1 port 5201 connected to 192.168.2.4 port 37676
[ ID] Interval           Transfer     Bitrate         Jitter    Lost/Total Datagrams
[  5]   0.00-1.00   sec  2.74 MBytes  23.0 Mbits/sec  1.136 ms  0/1985 (0%)  
[  5]   1.00-2.00   sec  1.98 MBytes  16.6 Mbits/sec  1.274 ms  0/1433 (0%)  
[  5]   2.00-3.00   sec  1.99 MBytes  16.7 Mbits/sec  1.049 ms  0/1442 (0%)  
[  5]   3.00-4.00   sec  1.97 MBytes  16.6 Mbits/sec  1.146 ms  0/1430 (0%)  
[  5]   4.00-5.00   sec  1.99 MBytes  16.7 Mbits/sec  0.998 ms  0/1443 (0%)  
[  5]   5.00-6.00   sec  1.96 MBytes  16.5 Mbits/sec  1.534 ms  0/1421 (0%)  
[  5]   6.00-7.00   sec  1.97 MBytes  16.5 Mbits/sec  1.239 ms  0/1427 (0%)  
[  5]   7.00-8.00   sec  1.97 MBytes  16.6 Mbits/sec  1.016 ms  0/1429 (0%)  
[  5]   8.00-9.00   sec  1.96 MBytes  16.4 Mbits/sec  1.006 ms  0/1417 (0%)  
[  5]   9.00-10.00  sec  1.96 MBytes  16.4 Mbits/sec  1.000 ms  0/1417 (0%)  
[  5]  10.00-11.00  sec  1.97 MBytes  16.6 Mbits/sec  1.038 ms  0/1430 (0%)  
[  5]  11.00-12.00  sec  1.98 MBytes  16.6 Mbits/sec  1.273 ms  0/1431 (0%)  
[  5]  12.00-13.00  sec  1.97 MBytes  16.5 Mbits/sec  1.252 ms  0/1425 (0%)  
[  5]  13.00-14.00  sec  1.98 MBytes  16.6 Mbits/sec  1.036 ms  0/1434 (0%)  
[  5]  14.00-15.00  sec  1.95 MBytes  16.3 Mbits/sec  1.414 ms  0/1410 (0%)  
[  5]  15.00-16.00  sec  1.97 MBytes  16.5 Mbits/sec  0.965 ms  0/1424 (0%)  
[  5]  16.00-17.00  sec  1.95 MBytes  16.4 Mbits/sec  1.303 ms  0/1413 (0%)  
[  5]  17.00-18.00  sec  1.97 MBytes  16.5 Mbits/sec  1.304 ms  0/1428 (0%)  
[  5]  18.00-19.00  sec  1.97 MBytes  16.5 Mbits/sec  1.031 ms  0/1423 (0%)  
[  5]  19.00-20.00  sec  1.97 MBytes  16.5 Mbits/sec  1.274 ms  0/1424 (0%)  
[  5]  20.00-21.00  sec  1.95 MBytes  16.3 Mbits/sec  1.155 ms  0/1410 (0%)  
[  5]  21.00-22.00  sec  1.88 MBytes  15.8 Mbits/sec  1.094 ms  0/1365 (0%)  
[  5]  22.00-23.00  sec  1.81 MBytes  15.2 Mbits/sec  1.110 ms  0/1313 (0%)  
[  5]  23.00-24.00  sec  1.83 MBytes  15.4 Mbits/sec  1.585 ms  0/1326 (0%)  
[  5]  24.00-25.00  sec  1.84 MBytes  15.4 Mbits/sec  1.596 ms  0/1329 (0%)  
[  5]  25.00-26.00  sec  1.88 MBytes  15.8 Mbits/sec  1.107 ms  0/1362 (0%)  
[  5]  26.00-27.00  sec  1.95 MBytes  16.4 Mbits/sec  1.229 ms  0/1413 (0%)  
[  5]  27.00-28.00  sec  1.94 MBytes  16.3 Mbits/sec  1.180 ms  0/1408 (0%)  
[  5]  28.00-29.00  sec  1.94 MBytes  16.3 Mbits/sec  0.998 ms  0/1404 (0%)  
[  5]  29.00-30.00  sec  1.96 MBytes  16.4 Mbits/sec  1.011 ms  0/1417 (0%)  
[  5]  30.00-31.00  sec  1.96 MBytes  16.4 Mbits/sec  1.039 ms  0/1417 (0%)  
[  5]  31.00-32.00  sec  1.91 MBytes  16.0 Mbits/sec  1.681 ms  0/1381 (0%)  
[  5]  32.00-33.00  sec  1.90 MBytes  15.9 Mbits/sec  1.075 ms  0/1375 (0%)  
[  5]  33.00-34.00  sec  1.94 MBytes  16.3 Mbits/sec  1.060 ms  0/1404 (0%)  
[  5]  34.00-35.00  sec  1.94 MBytes  16.3 Mbits/sec  1.616 ms  0/1407 (0%)  
[  5]  35.00-36.00  sec  1.95 MBytes  16.4 Mbits/sec  1.082 ms  0/1414 (0%)  
[  5]  36.00-37.00  sec  1.96 MBytes  16.4 Mbits/sec  1.087 ms  0/1417 (0%)  
[  5]  37.00-38.00  sec  1.97 MBytes  16.5 Mbits/sec  1.343 ms  0/1424 (0%)  
[  5]  38.00-39.00  sec  1.96 MBytes  16.4 Mbits/sec  1.431 ms  0/1416 (0%)  
[  5]  39.00-40.00  sec  1.93 MBytes  16.2 Mbits/sec  1.015 ms  0/1398 (0%)  
[  5]  40.00-41.00  sec  1.95 MBytes  16.4 Mbits/sec  1.187 ms  0/1414 (0%)  
[  5]  41.00-42.00  sec  1.73 MBytes  14.5 Mbits/sec  1.255 ms  0/1250 (0%)  
[  5]  42.00-43.00  sec  1.78 MBytes  14.9 Mbits/sec  1.135 ms  0/1288 (0%)  
[  5]  43.00-44.00  sec  1.89 MBytes  15.8 Mbits/sec  1.610 ms  0/1368 (0%)  
[  5]  44.00-45.00  sec  1.88 MBytes  15.8 Mbits/sec  1.087 ms  0/1362 (0%)  
[  5]  45.00-46.00  sec  1.87 MBytes  15.7 Mbits/sec  1.500 ms  0/1357 (0%)  
[  5]  46.00-47.00  sec  1.90 MBytes  15.9 Mbits/sec  1.439 ms  0/1375 (0%)  
