edge_name,unix_timestamp,percentage_cpu_utilisation
edge2,1631642196.8991,12.4
edge2,1631642199.9076,13.7
edge2,1631642202.91464,13.9
edge2,1631642205.92218,16.3
edge2,1631642208.92903,13.7
edge2,1631642211.9362,13.4
edge2,1631642214.94668,13.9
edge2,1631642217.96661,13.7
edge2,1631642220.97317,12.3
edge2,1631642224.00398,12.2
edge2,1631642227.01536,13.4
edge2,1631642230.05279,11
edge2,1631642233.05943,13.3
edge2,1631642236.06886,15.5
edge2,1631642239.07773,14.1
edge2,1631642242.09078,13.2
edge2,1631642245.11657,11.2
edge2,1631642248.12422,12.9
edge2,1631642251.14116,8.9
edge2,1631642254.15699,10.6
