edge_name,unix_timestamp,percentage_cpu_utilisation
edge2,1631641540.99552,4.8
edge2,1631641544.00417,5.8
edge2,1631641547.01184,5.3
edge2,1631641550.022,5.6
edge2,1631641553.02964,4.1
edge2,1631641556.05543,5.3
edge2,1631641559.06419,4.8
edge2,1631641562.07647,5.3
edge2,1631641565.08348,5.3
edge2,1631641568.08962,4.8
edge2,1631641571.09759,5.3
edge2,1631641574.10429,3.8
edge2,1631641577.13457,4.6
edge2,1631641580.14225,3.8
edge2,1631641583.15976,4.9
edge2,1631641586.226,6
edge2,1631641589.23463,4.8
edge2,1631641592.24619,4.3
edge2,1631641595.25901,5.6
edge2,1631641598.26734,4.8
