edge_name,unix_timestamp,percentage_cpu_utilisation
edge2,1631644936.04057,26
edge2,1631644939.34197,27.6
edge2,1631644942.38928,30.6
edge2,1631644945.3966,28.8
edge2,1631644948.40668,29.2
edge2,1631644951.44171,28.1
edge2,1631644954.45149,29.8
edge2,1631644957.46812,29.3
edge2,1631644960.50909,28.5
edge2,1631644963.52847,28.5
edge2,1631644966.53663,26.7
edge2,1631644969.54635,27.9
edge2,1631644972.55421,28.1
edge2,1631644975.5811,27.2
edge2,1631644978.59044,27.4
edge2,1631644981.59789,27.5
edge2,1631644984.67564,28.4
edge2,1631644987.69127,28.5
edge2,1631644990.69944,28.4
edge2,1631644993.70908,27.3
