edge_name,unix_timestamp,percentage_cpu_utilisation
edge2,1631643157.0013,21.7
edge2,1631643160.04086,22.1
edge2,1631643163.05009,22
edge2,1631643166.07591,22.8
edge2,1631643169.09044,21.9
edge2,1631643172.09799,22.6
edge2,1631643175.10953,22.8
edge2,1631643178.12064,21
edge2,1631643181.14047,23.1
edge2,1631643184.15044,21.5
edge2,1631643187.16166,21
edge2,1631643190.19554,21.8
edge2,1631643193.20263,22.3
edge2,1631643196.21053,22.6
edge2,1631643199.24115,22.5
edge2,1631643202.24952,22
edge2,1631643205.25623,21.8
edge2,1631643208.30672,21.8
edge2,1631643211.31862,22.2
edge2,1631643214.32776,23.3
