edge_name,unix_timestamp,percentage_cpu_utilisation
edge2,1631644349.29548,29.7
edge2,1631644352.31178,28.5
edge2,1631644355.32094,27.7
edge2,1631644358.60456,27.8
edge2,1631644361.62499,27.3
edge2,1631644364.63237,30.3
edge2,1631644367.81606,27.6
edge2,1631644370.83274,29.2
edge2,1631644373.8435,27.2
edge2,1631644376.87228,26.7
edge2,1631644379.87912,28.4
edge2,1631644382.91146,27.6
edge2,1631644385.92095,27.7
edge2,1631644388.92921,28.1
edge2,1631644391.97292,29
edge2,1631644395.0335,28.8
edge2,1631644398.04063,28.3
edge2,1631644401.0776,28.4
edge2,1631644404.08532,27.5
edge2,1631644407.14939,27
