edge_name,unix_timestamp,percentage_cpu_utilisation
edge2,1631642391.11788,15.7
edge2,1631642394.12928,17.6
edge2,1631642397.13933,14.9
edge2,1631642400.14928,17.3
edge2,1631642403.15898,16
edge2,1631642406.17871,17.6
edge2,1631642409.18835,15.5
edge2,1631642412.19779,16.3
edge2,1631642415.20921,16.8
edge2,1631642418.21983,15.4
edge2,1631642421.22957,16.8
edge2,1631642424.23648,16.6
edge2,1631642427.25673,16.6
edge2,1631642430.27071,18.1
edge2,1631642433.27787,15.3
edge2,1631642436.29294,15.4
edge2,1631642439.30965,15.1
edge2,1631642442.38124,18.2
edge2,1631642445.39296,13.7
edge2,1631642448.40586,16.8
