edge_name,unix_timestamp,percentage_cpu_utilisation
edge2,1631644598.90848,26.7
edge2,1631644601.92063,26.3
edge2,1631644605.04139,27.7
edge2,1631644608.05315,27.5
edge2,1631644611.101,26.6
edge2,1631644614.16351,26.7
edge2,1631644617.39182,26.7
edge2,1631644620.58443,24.9
edge2,1631644623.61747,27
edge2,1631644626.624,30.5
edge2,1631644629.64541,27.6
edge2,1631644632.6641,27.2
edge2,1631644635.69291,28.3
edge2,1631644638.74783,27.9
edge2,1631644642.1294,28.3
edge2,1631644645.14832,26.7
edge2,1631644648.21758,27.4
edge2,1631644651.26133,26.3
edge2,1631644654.26873,29
edge2,1631644657.33848,27.5
