edge_name,unix_timestamp,percentage_cpu_utilisation
edge4,1631656423.671009,4.6
edge4,1631656426.6839929,6.4
edge4,1631656429.7015386,7.6
edge4,1631656432.7168128,7.1
edge4,1631656435.779045,6.6
edge4,1631656438.7851264,3.9
edge4,1631656441.9529953,6.2
edge4,1631656445.0255678,4.2
edge4,1631656448.0660663,6.2
edge4,1631656451.0867336,5.7
edge4,1631656454.100996,4.7
edge4,1631656457.1248853,5.7
edge4,1631656460.1398375,6.1
edge4,1631656463.1476357,4.5
edge4,1631656466.176316,4.7
edge4,1631656469.1916122,6.8
edge4,1631656472.2093432,4.9
edge4,1631656475.2250712,3.6
edge4,1631656478.2563381,3.6
edge4,1631656481.2654111,3.6
edge4,1631656484.2976496,4.7
edge4,1631656487.3619463,4.4
edge4,1631656490.375252,5.9
edge4,1631656493.3993251,2.9
edge4,1631656496.4092157,4.1
edge4,1631656499.415711,0.2
edge4,1631656502.4225292,0.5
edge4,1631656505.429512,0.8
edge4,1631656508.4369526,0.3
edge4,1631656511.4437327,0.5
edge4,1631656514.4511592,0.3
