edge_name,unix_timestamp,percentage_cpu_utilisation
edge4,1631656599.6925032,4.1
edge4,1631656602.7131448,8.3
edge4,1631656605.7438457,5.5
edge4,1631656608.7764297,6.6
edge4,1631656612.1702864,4.2
edge4,1631656615.1882374,7.2
edge4,1631656618.2041078,6.0
edge4,1631656621.217176,5.4
edge4,1631656624.2341201,5.7
edge4,1631656627.2416313,6.6
edge4,1631656630.269869,4.9
edge4,1631656633.2929132,7.4
edge4,1631656636.3097417,5.7
edge4,1631656639.3304408,4.9
edge4,1631656642.3718922,6.4
edge4,1631656645.3884482,5.7
edge4,1631656648.3958764,2.6
edge4,1631656651.4237337,4.9
edge4,1631656654.4346886,4.2
edge4,1631656657.4549897,5.1
edge4,1631656660.4678485,5.4
edge4,1631656663.4926538,6.6
edge4,1631656666.499437,2.9
edge4,1631656669.5601525,3.4
edge4,1631656672.6264055,3.1
edge4,1631656675.6340106,1.2
edge4,1631656678.6412423,0.3
edge4,1631656681.6482947,1.7
edge4,1631656684.655644,0.7
edge4,1631656687.662331,0.0
