edge_name,unix_timestamp,percentage_cpu_utilisation
edge4,1631656269.4444895,4.1
edge4,1631656272.4671366,4.9
edge4,1631656275.4807756,4.6
edge4,1631656278.52815,5.7
edge4,1631656281.5575125,7.3
edge4,1631656284.5801425,4.9
edge4,1631656287.588621,4.9
edge4,1631656290.6022785,5.2
edge4,1631656293.6190035,4.2
edge4,1631656296.6672432,5.5
edge4,1631656299.6965575,5.2
edge4,1631656302.750741,6.7
edge4,1631656305.7628593,4.2
edge4,1631656308.7842896,5.7
edge4,1631656311.7929387,7.3
edge4,1631656314.831626,6.2
edge4,1631656317.8491328,5.2
edge4,1631656320.8620572,5.2
edge4,1631656323.896067,3.4
edge4,1631656326.9120462,3.4
edge4,1631656329.9180338,3.7
edge4,1631656332.9233189,1.3
edge4,1631656335.9353836,6.3
edge4,1631656338.9690394,2.4
edge4,1631656341.982676,5.1
edge4,1631656344.9896955,1.0
edge4,1631656347.9968092,0.5
edge4,1631656351.0043209,0.3
