edge_name,unix_timestamp,percentage_cpu_utilisation
edge4,1631653216.9519913,0.0
edge4,1631653219.9589727,1.0
edge4,1631653222.9663625,0.3
edge4,1631653225.9738529,0.3
edge4,1631653228.9804316,0.0
edge4,1631653231.9869528,0.0
edge4,1631653234.9946218,0.8
edge4,1631653238.0011168,0.3
edge4,1631653241.0108683,0.0
edge4,1631653244.0183556,1.0
edge4,1631653247.0249293,0.0
edge4,1631653250.032133,0.3
edge4,1631653253.039994,0.5
edge4,1631653256.0464344,0.5
edge4,1631653259.0526683,0.0
edge4,1631653262.0602963,0.3
edge4,1631653265.0642254,0.5
edge4,1631653268.0726864,0.3
edge4,1631653271.0792315,0.5
edge4,1631653274.1017053,0.5
edge4,1631653277.1077096,0.5
edge4,1631653280.114288,0.8
edge4,1631653283.1212664,0.0
edge4,1631653286.1322815,1.0
edge4,1631653289.1412625,0.0
edge4,1631653292.147688,0.3
edge4,1631653295.154628,1.2
edge4,1631653299.1930444,0.5
edge4,1631653302.2002227,0.8
