edge_name,unix_timestamp,percentage_cpu_utilisation
edge4,1631655823.255456,5.1
edge4,1631655826.2764204,5.4
edge4,1631655829.2853978,5.7
edge4,1631655832.2940965,5.0
edge4,1631655835.313669,4.5
edge4,1631655838.3441563,4.9
edge4,1631655841.3544314,5.2
edge4,1631655844.4007018,5.0
edge4,1631655847.4107969,5.7
edge4,1631655850.4276354,4.9
edge4,1631655853.5140638,4.7
edge4,1631655856.5291708,4.9
edge4,1631655859.5587204,6.4
edge4,1631655862.5778556,5.9
edge4,1631655865.60575,5.9
edge4,1631655868.6275682,6.6
edge4,1631655871.6399806,4.5
edge4,1631655874.6780992,4.7
edge4,1631655877.6853623,5.2
edge4,1631655880.6960952,4.9
edge4,1631655883.7148383,4.7
edge4,1631655886.7301822,5.2
edge4,1631655889.8759775,4.9
edge4,1631655892.912096,4.9
edge4,1631655895.9217968,6.6
edge4,1631655898.928611,0.8
edge4,1631655901.9352953,1.0
edge4,1631655904.9422445,0.7
edge4,1631655907.949111,0.8
