edge_name,unix_timestamp,percentage_cpu_utilisation
edge1,1631649823.59064,2.1
edge1,1631649826.60662,4.9
edge1,1631649829.62934,1.3
edge1,1631649832.63639,1.1
edge1,1631649835.66482,1.9
edge1,1631649838.67704,1.9
edge1,1631649841.75725,1.1
edge1,1631649844.77043,0.8
edge1,1631649847.77993,0.5
edge1,1631649850.79302,1.1
edge1,1631649853.80044,1.1
edge1,1631649856.80851,3.5
edge1,1631649859.83225,0.5
edge1,1631649862.85847,1.9
edge1,1631649865.8689,1.3
edge1,1631649868.91739,2.7
edge1,1631649871.92564,1.1
edge1,1631649874.93443,0
edge1,1631649878.00173,0.8
edge1,1631649881.0387,0.8
