edge_name,unix_timestamp,percentage_cpu_utilisation
edge1,1631651361.01436,6.7
edge1,1631651364.05553,6.3
edge1,1631651367.06272,5.6
edge1,1631651370.12059,4.4
edge1,1631651373.12786,6.1
edge1,1631651376.16446,3.9
edge1,1631651379.17322,5.5
edge1,1631651382.181,7
edge1,1631651385.22185,3.8
edge1,1631651388.23163,5.3
edge1,1631651391.25331,5.3
edge1,1631651394.29144,4.9
edge1,1631651397.30251,3.1
edge1,1631651400.3115,5.8
edge1,1631651403.35941,7.3
edge1,1631651406.38984,5.8
edge1,1631651409.40231,4.4
edge1,1631651412.44178,6
edge1,1631651415.45155,6.1
edge1,1631651418.62732,5.3
