edge_name,unix_timestamp,percentage_cpu_utilisation
edge1,1631650507.1707,4.5
edge1,1631650510.18573,3.3
edge1,1631650513.19263,4.1
edge1,1631650516.20746,6.8
edge1,1631650519.22754,3.6
edge1,1631650522.2346,3.6
edge1,1631650525.44146,6.3
edge1,1631650528.61785,7
edge1,1631650531.63554,4.1
edge1,1631650534.65883,5.1
edge1,1631650537.68246,7.3
edge1,1631650540.69709,3.6
edge1,1631650543.70246,4.4
edge1,1631650546.73219,7.8
edge1,1631650549.74125,6.4
edge1,1631650552.74915,6.3
edge1,1631650555.75752,5.8
edge1,1631650558.77684,6.3
edge1,1631650561.78499,5.1
edge1,1631650564.7934,3.8
