edge_name,unix_timestamp,percentage_cpu_utilisation
edge1, 1632158036.7063663, 30.7
edge1, 1632158039.7192876, 30.9
edge1, 1632158043.7511573, 30.5
edge1, 1632158046.7651346, 28.7
edge1, 1632158049.7778888, 31.9
edge1, 1632158052.78904, 30.9
edge1, 1632158055.800953, 31.2
edge1, 1632158061.909499, 31.4
edge1, 1632158065.009892, 31.8
edge1, 1632158068.0199084, 31.6
edge1, 1632158072.0679243, 30.2
edge1, 1632158076.1453295, 31.9
edge1, 1632158082.3064406, 31.2
edge1, 1632158150.3850086, 0.8
edge1, 1632158153.3953922, 1.2
