edge_name,unix_timestamp,percentage_cpu_utilisation
edge1, 1632156717.0830436, 26.7
edge1, 1632156721.1478095, 26.5
edge1, 1632156724.1606977, 24.7
edge1, 1632156727.1721435, 25.6
edge1, 1632156730.1853433, 25.3
edge1, 1632156733.1962972, 24.6
edge1, 1632156736.2051628, 26.1
edge1, 1632156739.2208915, 25.6
edge1, 1632156743.268167, 25.9
edge1, 1632156746.2820132, 28.2
edge1, 1632156749.2981398, 27.4
edge1, 1632156752.3097482, 25.4
edge1, 1632156755.3751564, 25.5
edge1, 1632156758.3862429, 24.6
edge1, 1632156762.470668, 27.2
edge1, 1632156765.4867039, 24.2
edge1, 1632156768.4999037, 25.9
edge1, 1632156771.5110776, 26.9
edge1, 1632156774.5249364, 26.3
edge1, 1632156777.537928, 26.8
edge1, 1632156781.6075027, 26.8
edge1, 1632156784.6229753, 24.9
edge1, 1632156787.7691605, 25.6
edge1, 1632156790.7824914, 23.5
edge1, 1632156793.7940376, 0.3
