edge_name,unix_timestamp,percentage_cpu_utilisation
edge1, 1632157839.492923, 30.1
edge1, 1632157842.5028985, 29.4
edge1, 1632157845.5144982, 30.2
edge1, 1632157864.3053555, 30.5
edge1, 1632157870.4681425, 30.8
edge1, 1632157873.4798958, 30.1
edge1, 1632157876.4968445, 29.1
edge1, 1632157879.5102334, 30.8
edge1, 1632157890.0140536, 28.0
edge1, 1632157893.0261037, 29.1
edge1, 1632157897.114913, 31.2
edge1, 1632157903.2665823, 30.4
edge1, 1632157938.5454943, 1.3
edge1, 1632157941.5565798, 1.3
edge1, 1632157944.5699403, 1.2
edge1, 1632157947.5807226, 0.5
edge1, 1632157950.591256, 0.8
edge1, 1632157953.6019554, 1.0
edge1, 1632157956.613828, 1.3
edge1, 1632157959.6252947, 1.5
