edge_name,unix_timestamp,percentage_cpu_utilisation
edge1, 1632157641.0298069, 28.5
edge1, 1632157644.0430799, 31.3
edge1, 1632157647.0544884, 29.1
edge1, 1632157650.078117, 28.8
edge1, 1632157654.0980196, 29.8
edge1, 1632157658.163681, 29.7
edge1, 1632157693.4281054, 29.3
edge1, 1632157697.5392246, 29.5
edge1, 1632157701.5888422, 28.5
edge1, 1632157736.9458663, 0.3
edge1, 1632157739.955952, 0.5
edge1, 1632157742.9661186, 1.5
edge1, 1632157749.1062307, 1.0
edge1, 1632157752.1168988, 0.5
edge1, 1632157755.1273131, 1.8
edge1, 1632157758.138074, 1.2
edge1, 1632157761.1482158, 1.8
edge1, 1632157764.159074, 0.8
edge1, 1632157767.1711395, 1.0
edge1, 1632157770.1806154, 0.5
edge1, 1632157773.1913607, 1.0
