edge_name,unix_timestamp,percentage_cpu_utilisation
edge1, 1632156591.3375278, 22.6
edge1, 1632156594.3515854, 24.2
edge1, 1632156597.3740835, 25.1
edge1, 1632156600.3850856, 24.2
edge1, 1632156603.3959208, 24.9
edge1, 1632156606.4075065, 25.4
edge1, 1632156609.4193416, 24.7
edge1, 1632156612.4628606, 24.4
edge1, 1632156615.4745278, 23.7
edge1, 1632156618.4865735, 25.4
edge1, 1632156621.496927, 27.4
edge1, 1632156624.506894, 24.7
edge1, 1632156627.517941, 25.7
edge1, 1632156630.5294101, 24.6
edge1, 1632156633.9502358, 26.4
edge1, 1632156636.965985, 26.4
edge1, 1632156639.9783075, 26.2
edge1, 1632156642.9909668, 26.7
edge1, 1632156646.0053875, 22.9
edge1, 1632156649.0153954, 25.4
edge1, 1632156652.0262804, 25.3
edge1, 1632156655.0399728, 24.5
edge1, 1632156658.0507412, 24.5
edge1, 1632156662.068717, 24.9
edge1, 1632156668.225821, 0.0
