edge_name,unix_timestamp,percentage_cpu_utilisation
edge4,1631655402.122325,1.1
edge4,1631655405.1432528,2.2
edge4,1631655408.2107046,1.6
edge4,1631655411.2278137,2.5
edge4,1631655414.249225,2.4
edge4,1631655417.2578275,0.8
edge4,1631655420.2780967,0.8
edge4,1631655423.295156,4.0
edge4,1631655426.3108666,2.2
edge4,1631655429.3276985,2.5
edge4,1631655432.337639,1.1
edge4,1631655435.3670523,2.2
edge4,1631655438.3776994,0.8
edge4,1631655441.393257,2.7
edge4,1631655444.4290206,1.7
edge4,1631655447.4443552,5.1
edge4,1631655450.4600477,1.6
edge4,1631655453.523221,3.0
edge4,1631655456.6331162,3.2
edge4,1631655459.6471865,1.6
edge4,1631655462.6708126,1.6
edge4,1631655465.6998713,2.2
edge4,1631655468.7188592,1.9
edge4,1631655471.7270422,0.8
edge4,1631655474.7379014,0.6
edge4,1631655477.7450762,0.5
edge4,1631655480.7520604,0.0
