edge_name,unix_timestamp,percentage_cpu_utilisation
edge4,1631654233.9802737,0.3
edge4,1631654237.014031,0.3
edge4,1631654240.025208,0.5
edge4,1631654243.043591,0.5
edge4,1631654246.0526419,0.5
edge4,1631654249.0607736,1.1
edge4,1631654252.0694542,1.1
edge4,1631654255.076625,0.8
edge4,1631654258.085678,0.3
edge4,1631654261.0922263,0.3
edge4,1631654264.1046357,1.1
edge4,1631654267.1136074,0.3
edge4,1631654270.1279252,1.1
edge4,1631654273.1366148,1.1
edge4,1631654276.1465454,0.8
edge4,1631654279.1573741,0.8
edge4,1631654282.1666079,0.5
edge4,1631654285.1796708,0.3
edge4,1631654288.1886249,1.3
edge4,1631654291.1998558,0.0
edge4,1631654294.2117183,0.8
edge4,1631654297.2205732,1.1
edge4,1631654300.230761,0.0
edge4,1631654303.2425885,0.5
edge4,1631654306.2527728,0.8
edge4,1631654309.2613947,0.3
edge4,1631654312.2677114,0.8
edge4,1631654315.2745264,0.0
