edge_name,unix_timestamp,percentage_cpu_utilisation
edge4, 1631494562.2214334, 9.2
edge4, 1631494565.2349102, 10.7
edge4, 1631494568.2465198, 12.3
edge4, 1631494571.2611325, 9.2
edge4, 1631494574.273294, 9.8
edge4, 1631494577.2868078, 11.6
edge4, 1631494580.3008, 9.1
edge4, 1631494583.3176768, 10.4
edge4, 1631494586.328607, 11.9
edge4, 1631494589.342828, 11.2
edge4, 1631494592.3580148, 11.0
edge4, 1631494595.370229, 10.5
edge4, 1631494598.3830833, 11.0
edge4, 1631494601.3963656, 10.0
edge4, 1631494604.4167173, 9.3
edge4, 1631494607.4309466, 10.9
edge4, 1631494610.445306, 11.0
edge4, 1631494613.4628944, 9.4
edge4, 1631494616.475533, 10.7
edge4, 1631494619.4913247, 8.4
edge4, 1631494622.5040684, 9.6
edge4, 1631494625.5166569, 11.9
edge4, 1631494628.5282245, 11.6
edge4, 1631494631.5468369, 10.8
edge4, 1631494634.558967, 10.3
edge4, 1631494637.5726807, 0.8
edge4, 1631494640.5878952, 0.5
edge4, 1631494643.6025274, 0.5
edge4, 1631494646.6175923, 1.3
