edge_name,unix_timestamp,percentage_cpu_utilisation
edge4, 1631496209.9315722, 27.6
edge4, 1631496212.9647362, 27.6
edge4, 1631496215.9786367, 28.3
edge4, 1631496219.0126607, 28.1
edge4, 1631496222.026294, 28.1
edge4, 1631496225.040231, 28.4
edge4, 1631496228.0701993, 28.2
edge4, 1631496231.1148858, 28.9
edge4, 1631496234.1432552, 28.2
edge4, 1631496237.169468, 27.8
edge4, 1631496240.1884656, 27.8
edge4, 1631496243.20213, 27.7
edge4, 1631496246.2228851, 28.1
edge4, 1631496249.243413, 28.1
edge4, 1631496252.2609153, 27.2
edge4, 1631496255.275133, 27.0
edge4, 1631496258.2954886, 27.5
edge4, 1631496261.316154, 27.9
edge4, 1631496264.356895, 27.3
edge4, 1631496267.3706193, 27.3
edge4, 1631496270.3949234, 27.3
edge4, 1631496273.4132352, 27.2
edge4, 1631496276.4363842, 27.3
edge4, 1631496279.4553707, 28.5
edge4, 1631496282.4744701, 28.1
edge4, 1631496285.4856117, 0.3
