edge_name,unix_timestamp,percentage_cpu_utilisation
edge4, 1631465016.1453567, 17.1
edge4, 1631465019.1880224, 17.7
edge4, 1631465022.2038789, 17.6
edge4, 1631465025.2237482, 18.5
edge4, 1631465031.2787774, 20.4
edge4, 1631465034.298272, 20.3
edge4, 1631465037.3305008, 17.4
edge4, 1631465056.0686488, 19.2
edge4, 1631465060.28835, 18.8
edge4, 1631465063.3352065, 17.1
edge4, 1631465069.3813155, 18.5
edge4, 1631465076.552561, 17.9
edge4, 1631465079.5769584, 18.1
edge4, 1631465093.852939, 17.6
edge4, 1631465083.6162217, 18.4
edge4, 1631465104.0956929, 18.7
edge4, 1631465107.1109004, 1.8
edge4, 1631465110.1253898, 0.5
edge4, 1631465113.1394176, 1.0
