edge_name,unix_timestamp,percentage_cpu_utilisation
edge4, 1631464233.0633888, 9.4
edge4, 1631464236.0781407, 10.6
edge4, 1631464239.0943515, 9.4
edge4, 1631464242.111457, 10.5
edge4, 1631464245.1285024, 10.9
edge4, 1631464248.1464403, 11.3
edge4, 1631464251.1795518, 8.4
edge4, 1631464254.200864, 10.7
edge4, 1631464257.2337894, 10.8
edge4, 1631464260.2579029, 10.9
edge4, 1631464263.2778914, 9.8
edge4, 1631464266.293609, 8.9
edge4, 1631464269.3111377, 8.9
edge4, 1631464272.821596, 9.6
edge4, 1631464275.841765, 10.0
edge4, 1631464278.8589053, 9.4
edge4, 1631464281.8760197, 10.2
edge4, 1631464284.8917193, 11.2
edge4, 1631464287.9107773, 10.5
edge4, 1631464290.937315, 9.6
edge4, 1631464294.0310915, 8.2
edge4, 1631464297.2781906, 9.6
edge4, 1631464300.2959342, 10.7
edge4, 1631464303.3160899, 10.7
edge4, 1631464306.337683, 9.4
edge4, 1631464309.3574283, 9.1
edge4, 1631464312.3750074, 11.8
edge4, 1631464315.3920538, 11.2
edge4, 1631464318.4057498, 10.7
edge4, 1631464321.4294574, 11.7
edge4, 1631464324.4447987, 1.0
