edge_name,unix_timestamp,percentage_cpu_utilisation
edge4, 1631464052.2231414, 5.1
edge4, 1631464055.2457135, 6.6
edge4, 1631464058.2607856, 6.6
edge4, 1631464061.2773545, 7.1
edge4, 1631464064.3039057, 6.4
edge4, 1631464067.3460555, 6.4
edge4, 1631464070.3685143, 6.8
edge4, 1631464073.385941, 7.1
edge4, 1631464076.4024744, 6.4
edge4, 1631464079.4186509, 6.3
edge4, 1631464082.4385319, 6.1
edge4, 1631464085.4529712, 6.6
edge4, 1631464088.465882, 6.7
edge4, 1631464091.4828296, 6.1
edge4, 1631464094.5044668, 6.8
edge4, 1631464097.5253587, 6.6
edge4, 1631464100.5419006, 6.8
edge4, 1631464103.5656886, 6.9
edge4, 1631464106.5837538, 6.4
edge4, 1631464109.6067662, 6.4
edge4, 1631464112.6272027, 6.9
edge4, 1631464115.6570976, 6.4
edge4, 1631464118.6781087, 6.1
edge4, 1631464121.69117, 6.1
edge4, 1631464124.7095523, 6.6
edge4, 1631464127.7246377, 7.1
edge4, 1631464130.7549155, 6.4
edge4, 1631464133.7705443, 6.6
edge4, 1631464136.7940109, 6.9
edge4, 1631464139.8160534, 6.4
edge4, 1631464142.8304167, 0.3
edge4, 1631464145.8453696, 0.3
edge4, 1631464148.859808, 1.3
