edge_name,unix_timestamp,percentage_cpu_utilisation
edge4, 1631464376.1849618, 11.1
edge4, 1631464379.2119148, 12.3
edge4, 1631464382.2333019, 12.6
edge4, 1631464385.2537303, 11.9
edge4, 1631464388.274553, 11.3
edge4, 1631464391.2931824, 11.3
edge4, 1631464394.335254, 12.6
edge4, 1631464397.3611865, 11.5
edge4, 1631464400.3896272, 13.2
edge4, 1631464403.405688, 13.5
edge4, 1631464406.4397147, 12.6
edge4, 1631464409.4779701, 11.1
edge4, 1631464412.511489, 11.9
edge4, 1631464415.530012, 12.3
edge4, 1631464418.546082, 12.2
edge4, 1631464421.5688543, 13.7
edge4, 1631464424.588902, 13.0
edge4, 1631464427.6054919, 12.3
edge4, 1631464430.625048, 11.7
edge4, 1631464433.6515326, 13.1
edge4, 1631464436.6702335, 11.5
edge4, 1631464439.6868272, 12.6
edge4, 1631464442.7103515, 12.5
edge4, 1631464445.7310703, 10.8
edge4, 1631464448.766193, 11.5
edge4, 1631464451.7919033, 12.1
edge4, 1631464454.8301778, 13.8
edge4, 1631464457.8472269, 11.7
edge4, 1631464460.8625467, 12.9
edge4, 1631464463.8761754, 12.6
edge4, 1631464466.893243, 1.3
edge4, 1631464469.9119604, 0.0
