edge_name,unix_timestamp,percentage_cpu_utilisation
edge5,1631684010.0891056,9.9
edge5,1631684013.096265,21.2
edge5,1631684016.102679,20.6
edge5,1631684019.1090236,20.7
edge5,1631684022.116224,19.3
edge5,1631684025.1280406,17.8
edge5,1631684028.1378798,20.5
edge5,1631684031.1458611,20.3
edge5,1631684034.1520417,20.1
edge5,1631684037.160152,20.0
edge5,1631684040.1700885,20.5
edge5,1631684043.1764627,21.3
edge5,1631684046.1841938,21.2
edge5,1631684049.1948316,19.8
edge5,1631684052.2031527,19.3
edge5,1631684055.2114117,14.9
edge5,1631684058.2188015,19.6
edge5,1631684061.2378204,18.3
edge5,1631684064.2440464,19.4
edge5,1631684067.250931,20.6
edge5,1631684070.2590015,18.3
edge5,1631684073.2669597,20.6
edge5,1631684076.275181,20.3
edge5,1631684079.282346,19.2
edge5,1631684082.2891352,19.4
edge5,1631684085.2957847,7.8
edge5,1631684088.3031785,2.3
edge5,1631684091.3118806,1.3
edge5,1631684094.3191853,0.8
