edge_name,unix_timestamp,percentage_cpu_utilisation
edge5,1631686935.2509916,4.8
edge5,1631686938.2595665,24.2
edge5,1631686941.3173652,26.9
edge5,1631686944.3351138,27.7
edge5,1631686947.3418412,27.2
edge5,1631686950.3726327,27.0
edge5,1631686953.3829336,26.5
edge5,1631686956.3904045,27.7
edge5,1631686959.4095576,26.6
edge5,1631686962.4554274,27.3
edge5,1631686965.462994,26.5
edge5,1631686968.5640306,26.2
edge5,1631686971.5716412,26.4
edge5,1631686974.5796828,25.3
edge5,1631686977.586663,23.1
edge5,1631686980.6432993,23.9
edge5,1631686983.6505704,22.2
edge5,1631686986.6582189,19.2
edge5,1631686989.679918,18.4
edge5,1631686992.6873267,20.5
edge5,1631686995.696571,17.6
edge5,1631686998.704449,17.5
edge5,1631687001.7171977,17.5
edge5,1631687004.7338083,16.7
edge5,1631687007.7412653,16.8
edge5,1631687010.7508492,10.8
edge5,1631687013.7580717,2.5
edge5,1631687016.7655807,0.8
edge5,1631687019.7728746,2.0
