-----------------------------------------------------------
Server listening on 5201
-----------------------------------------------------------
Accepted connection from 192.168.2.4, port 35570
[  5] local 192.168.2.1 port 5201 connected to 192.168.2.4 port 50468
[ ID] Interval           Transfer     Bitrate         Jitter    Lost/Total Datagrams
[  5]   0.00-1.00   sec  1.16 MBytes  9.75 Mbits/sec  2.607 ms  0/842 (0%)  
[  5]   1.00-2.00   sec  1.37 MBytes  11.5 Mbits/sec  1.925 ms  0/994 (0%)  
[  5]   2.00-3.00   sec  1.10 MBytes  9.19 Mbits/sec  2.439 ms  0/793 (0%)  
[  5]   3.00-4.00   sec  1.21 MBytes  10.2 Mbits/sec  2.699 ms  0/878 (0%)  
[  5]   4.00-5.00   sec  1.25 MBytes  10.5 Mbits/sec  1.747 ms  0/905 (0%)  
[  5]   5.00-6.00   sec  1.17 MBytes  9.78 Mbits/sec  1.868 ms  0/844 (0%)  
[  5]   6.00-7.00   sec  1.24 MBytes  10.4 Mbits/sec  1.639 ms  0/899 (0%)  
[  5]   7.00-8.00   sec  1.19 MBytes  9.95 Mbits/sec  1.643 ms  0/859 (0%)  
[  5]   8.00-9.00   sec  1.17 MBytes  9.79 Mbits/sec  1.704 ms  0/845 (0%)  
[  5]   9.00-10.00  sec  1.19 MBytes  9.95 Mbits/sec  2.136 ms  0/859 (0%)  
[  5]  10.00-11.00  sec  1.19 MBytes  9.97 Mbits/sec  2.489 ms  0/861 (0%)  
[  5]  11.00-12.00  sec  1.23 MBytes  10.3 Mbits/sec  1.497 ms  0/893 (0%)  
[  5]  12.00-13.00  sec  1.20 MBytes  10.1 Mbits/sec  1.858 ms  0/871 (0%)  
[  5]  13.00-14.00  sec  1.22 MBytes  10.2 Mbits/sec  1.578 ms  0/883 (0%)  
[  5]  14.00-15.00  sec  1.23 MBytes  10.4 Mbits/sec  1.911 ms  0/894 (0%)  
[  5]  15.00-16.00  sec  1.19 MBytes  9.98 Mbits/sec  2.100 ms  0/862 (0%)  
[  5]  16.00-17.00  sec  1.27 MBytes  10.7 Mbits/sec  1.310 ms  0/923 (0%)  
[  5]  17.00-18.00  sec  1.13 MBytes  9.46 Mbits/sec  1.807 ms  0/817 (0%)  
[  5]  18.00-19.00  sec  1.18 MBytes  9.90 Mbits/sec  1.845 ms  0/855 (0%)  
[  5]  19.00-20.00  sec  1.23 MBytes  10.3 Mbits/sec  1.827 ms  0/888 (0%)  
[  5]  20.00-21.00  sec  1.20 MBytes  10.1 Mbits/sec  1.796 ms  0/870 (0%)  
[  5]  21.00-22.00  sec  1.22 MBytes  10.2 Mbits/sec  2.181 ms  0/882 (0%)  
[  5]  22.00-23.00  sec  1.21 MBytes  10.1 Mbits/sec  1.779 ms  0/875 (0%)  
[  5]  23.00-24.00  sec  1.22 MBytes  10.3 Mbits/sec  2.059 ms  0/885 (0%)  
[  5]  24.00-25.00  sec  1.15 MBytes  9.65 Mbits/sec  2.118 ms  0/833 (0%)  
[  5]  25.00-26.00  sec  1.20 MBytes  10.1 Mbits/sec  1.934 ms  0/869 (0%)  
[  5]  26.00-27.00  sec  1.19 MBytes  10.0 Mbits/sec  1.848 ms  0/865 (0%)  
[  5]  27.00-28.00  sec  1.18 MBytes  9.87 Mbits/sec  2.540 ms  0/852 (0%)  
[  5]  28.00-29.00  sec  1.22 MBytes  10.2 Mbits/sec  1.272 ms  0/883 (0%)  
[  5]  29.00-30.00  sec  1.20 MBytes  10.1 Mbits/sec  1.894 ms  0/872 (0%)  
[  5]  30.00-31.00  sec  1.20 MBytes  10.1 Mbits/sec  1.919 ms  0/870 (0%)  
[  5]  31.00-32.00  sec  1.19 MBytes  10.0 Mbits/sec  1.884 ms  0/864 (0%)  
[  5]  32.00-33.00  sec  1.18 MBytes  9.87 Mbits/sec  1.791 ms  0/852 (0%)  
[  5]  33.00-34.00  sec  1.17 MBytes  9.79 Mbits/sec  1.651 ms  0/845 (0%)  
[  5]  34.00-35.00  sec  1.23 MBytes  10.3 Mbits/sec  2.366 ms  0/888 (0%)  
[  5]  35.00-36.00  sec  1.18 MBytes  9.87 Mbits/sec  1.696 ms  0/852 (0%)  
