edge1,1631517012.4820185,1.3
edge1,1631517017.4966395,1.5
edge1,1631517022.543085,0.8
edge1,1631517027.556338,0.3
edge1,1631517032.5668218,1.0
edge1,1631517037.5777507,0.5
edge1,1631517042.5881765,1.2
edge1,1631517047.598592,0.8
edge1,1631517052.6087499,3.0
edge1,1631517057.619237,0.5
edge1,1631517062.630036,1.0
edge1,1631517067.6419072,0.5
edge1,1631517072.6524858,0.8
edge1,1631517077.6631162,1.3
