edge_name,unix_timestamp,percentage_cpu_utilisation
edge1, 1632151293.9909477, 28.4
edge1, 1632151297.0023136, 28.1
edge1, 1632151300.0174792, 26.0
edge1, 1632151303.0271218, 29.3
edge1, 1632151306.0342927, 27.0
edge1, 1632151309.0439124, 26.8
edge1, 1632151312.0546722, 27.1
edge1, 1632151315.0717363, 30.3
edge1, 1632151318.0929022, 27.5
edge1, 1632151321.1037447, 25.7
edge1, 1632151324.1160624, 27.4
edge1, 1632151327.1309056, 28.4
edge1, 1632151330.1402388, 26.7
edge1, 1632151333.1483161, 26.5
edge1, 1632151336.163578, 29.6
edge1, 1632151339.1847177, 25.5
edge1, 1632151342.1971183, 26.4
edge1, 1632151345.2079513, 26.1
edge1, 1632151348.2181232, 28.6
edge1, 1632151351.2323072, 29.1
edge1, 1632151354.2409883, 27.2
edge1, 1632151357.2544224, 27.4
edge1, 1632151360.2658567, 29.3
edge1, 1632151363.2771325, 28.3
edge1, 1632151366.286391, 27.0
edge1, 1632151369.297365, 27.4
edge1, 1632151372.3064883, 29.3
edge1, 1632151375.3235667, 27.7
edge1, 1632151378.3324552, 26.5
edge1, 1632151381.3492448, 28.8
edge1, 1632151384.3584423, 0.3
