edge_name,unix_timestamp,percentage_cpu_utilisation
edge1,1632151113,27.8
edge1,1632151116,27
edge1,1632151119,26.6
edge1,1632151122,25.1
edge1,1632151125,24.9
edge1,1632151128,28.5
edge1,1632151131,26.3
edge1,1632151134,24.6
edge1,1632151137,26.2
edge1,1632151140,27.6
edge1,1632151143,26.5
edge1,1632151146,26
edge1,1632151149,27.6
edge1,1632151152,28.2
edge1,1632151155,27
edge1,1632151158,26.2
edge1,1632151161,28.9
edge1,1632151164,27.3
edge1,1632151167,24.6
edge1,1632151170,25.9
edge1,1632151173,28.2
edge1,1632151177,27.3
edge1,1632151180,26.7
edge1,1632151183,25.4
edge1,1632151186,27.6
edge1,1632151189,27.2
edge1,1632151192,26.2
edge1,1632151195,26.8
edge1,1632151198,27.4
edge1,1632151201,27.7
edge1,1632151204,0.8
edge1,1632151207,1.5
edge1,1632151210,0.8
