edge_name,unix_timestamp,percentage_cpu_utilisation
edge1, 1632152077.0549932, 28.1
edge1, 1632152080.0661077, 28.6
edge1, 1632152083.1179035, 29.0
edge1, 1632152086.128847, 29.4
edge1, 1632152089.1400502, 30.1
edge1, 1632152092.1493752, 27.4
edge1, 1632152095.1611407, 28.7
edge1, 1632152098.1712756, 28.1
edge1, 1632152101.1814306, 29.2
edge1, 1632152111.443706, 28.2
edge1, 1632152114.453944, 30.2
edge1, 1632152117.4651442, 28.4
edge1, 1632152120.482463, 28.5
edge1, 1632152123.4930005, 28.1
edge1, 1632152126.5096033, 29.3
edge1, 1632152129.5211735, 28.5
edge1, 1632152132.5299766, 27.5
edge1, 1632152135.581159, 28.7
edge1, 1632152139.6674786, 28.8
edge1, 1632152142.6822805, 27.9
edge1, 1632152145.690554, 28.7
edge1, 1632152148.7022197, 27.5
edge1, 1632152151.7142034, 28.6
edge1, 1632152154.7269368, 28.5
edge1, 1632152157.7386343, 28.5
edge1, 1632152160.747206, 28.9
edge1, 1632152164.8014045, 29.5
edge1, 1632152167.811081, 0.3
edge1, 1632152170.8214195, 1.3
edge1, 1632152173.832054, 0.3
