Connecting to host 192.168.2.1, port 5201
[  5] local 192.168.2.4 port 45270 connected to 192.168.2.1 port 5201
[ ID] Interval           Transfer     Bitrate         Total Datagrams
[  5]   0.00-1.00   sec  2.73 MBytes  22.9 Mbits/sec  1977  
[  5]   1.00-2.00   sec  1.96 MBytes  16.4 Mbits/sec  1417  
[  5]   2.00-3.00   sec  1.80 MBytes  15.1 Mbits/sec  1300  
[  5]   3.00-4.00   sec  1.74 MBytes  14.6 Mbits/sec  1261  
[  5]   4.00-5.00   sec  1.53 MBytes  12.8 Mbits/sec  1105  
[  5]   5.00-6.00   sec  1.69 MBytes  14.2 Mbits/sec  1222  
[  5]   6.00-7.00   sec  1.65 MBytes  13.9 Mbits/sec  1196  
[  5]   7.00-8.00   sec  1.81 MBytes  15.2 Mbits/sec  1313  
[  5]   8.00-9.00   sec  1.92 MBytes  16.1 Mbits/sec  1391  
[  5]   9.00-10.00  sec  1.97 MBytes  16.6 Mbits/sec  1430  
[  5]  10.00-11.00  sec  1.96 MBytes  16.4 Mbits/sec  1417  
[  5]  11.00-12.00  sec  1.92 MBytes  16.1 Mbits/sec  1391  
[  5]  12.00-13.00  sec  1.85 MBytes  15.5 Mbits/sec  1339  
[  5]  13.00-14.00  sec  1.87 MBytes  15.7 Mbits/sec  1352  
[  5]  14.00-15.00  sec  1.94 MBytes  16.3 Mbits/sec  1404  
[  5]  15.00-16.00  sec  1.84 MBytes  15.4 Mbits/sec  1329  
[  5]  16.00-17.00  sec  1.88 MBytes  15.8 Mbits/sec  1362  
[  5]  17.00-18.00  sec  1.88 MBytes  15.8 Mbits/sec  1365  
[  5]  18.00-19.00  sec  1.88 MBytes  15.8 Mbits/sec  1365  
[  5]  19.00-20.00  sec  1.69 MBytes  14.2 Mbits/sec  1222  
[  5]  20.00-21.00  sec  1.54 MBytes  13.0 Mbits/sec  1118  
[  5]  21.00-22.00  sec  1.87 MBytes  15.7 Mbits/sec  1352  
[  5]  22.00-23.00  sec  1.90 MBytes  16.0 Mbits/sec  1378  
[  5]  23.00-24.00  sec  1.87 MBytes  15.7 Mbits/sec  1352  
[  5]  24.00-25.00  sec  1.83 MBytes  15.4 Mbits/sec  1326  
[  5]  25.00-26.00  sec  1.71 MBytes  14.3 Mbits/sec  1235  
[  5]  26.00-27.00  sec  1.53 MBytes  12.8 Mbits/sec  1105  
[  5]  27.00-28.00  sec  1.63 MBytes  13.7 Mbits/sec  1183  
[  5]  28.00-29.00  sec  1.58 MBytes  13.3 Mbits/sec  1144  
[  5]  29.00-30.00  sec  1.44 MBytes  12.0 Mbits/sec  1040  
[  5]  30.00-31.00  sec  1.78 MBytes  14.9 Mbits/sec  1287  
[  5]  31.00-32.00  sec  1.88 MBytes  15.8 Mbits/sec  1365  
[  5]  32.00-33.00  sec  1.87 MBytes  15.7 Mbits/sec  1352  
[  5]  33.00-34.00  sec  1.85 MBytes  15.5 Mbits/sec  1339  
[  5]  34.00-35.00  sec  1.65 MBytes  13.9 Mbits/sec  1196  
[  5]  35.00-36.00  sec  1.74 MBytes  14.6 Mbits/sec  1260  
[  5]  36.00-37.00  sec  1.87 MBytes  15.7 Mbits/sec  1353  
[  5]  37.00-38.00  sec  1.88 MBytes  15.8 Mbits/sec  1365  
[  5]  38.00-39.00  sec  1.72 MBytes  14.5 Mbits/sec  1248  
[  5]  39.00-40.00  sec  1.40 MBytes  11.7 Mbits/sec  1014  
[  5]  40.00-41.00  sec  1.38 MBytes  11.6 Mbits/sec  1001  
[  5]  41.00-42.00  sec  1.58 MBytes  13.3 Mbits/sec  1144  
[  5]  42.00-43.00  sec  1.72 MBytes  14.5 Mbits/sec  1248  
[  5]  43.00-44.00  sec  1.70 MBytes  14.3 Mbits/sec  1232  
