Connecting to host 192.168.2.1, port 5201
[  5] local 192.168.2.4 port 45270 connected to 192.168.2.1 port 5201
[ ID] Interval           Transfer     Bitrate         Total Datagrams
[  5]   0.00-1.00   sec  2.73 MBytes  22.9 Mbits/sec  1977  
[  5]  44.00-45.00  sec  1.87 MBytes  15.7 Mbits/sec  1355  
[  5]  45.00-46.00  sec  1.87 MBytes  15.7 Mbits/sec  1352  
[  5]  46.00-47.00  sec  1.81 MBytes  15.2 Mbits/sec  1313  
[  5]  47.00-48.00  sec  1.54 MBytes  13.0 Mbits/sec  1118  
[  5]  48.00-49.00  sec  1.36 MBytes  11.4 Mbits/sec  988  
[  5]  49.00-50.00  sec  1.62 MBytes  13.6 Mbits/sec  1170  
[  5]  50.00-51.00  sec  1.58 MBytes  13.3 Mbits/sec  1144  
[  5]  51.00-52.00  sec  1.44 MBytes  12.0 Mbits/sec  1040  
[  5]  52.00-53.00  sec  1.49 MBytes  12.5 Mbits/sec  1079  
[  5]  53.00-54.00  sec  1.45 MBytes  12.2 Mbits/sec  1053  
[  5]  54.00-55.00  sec  1.40 MBytes  11.7 Mbits/sec  1014  
[  5]  55.00-56.00  sec  1.44 MBytes  12.0 Mbits/sec  1040  
[  5]  56.00-57.00  sec  1.47 MBytes  12.3 Mbits/sec  1066  
[  5]  57.00-58.00  sec  1.38 MBytes  11.6 Mbits/sec  1001  
[  5]  58.00-59.00  sec  1.42 MBytes  11.9 Mbits/sec  1027  
[  5]  59.00-60.00  sec  1.42 MBytes  11.9 Mbits/sec  1027  
[  5]  60.00-61.00  sec  1.24 MBytes  10.4 Mbits/sec  897  
[  5]  61.00-62.00  sec  1.40 MBytes  11.7 Mbits/sec  1014  
[  5]  62.00-63.00  sec  1.31 MBytes  11.0 Mbits/sec  949  
[  5]  63.00-64.00  sec  1.44 MBytes  12.0 Mbits/sec  1040  
[  5]  64.00-65.00  sec  1.24 MBytes  10.4 Mbits/sec  897  
[  5]  65.00-66.00  sec  1.44 MBytes  12.0 Mbits/sec  1040  
[  5]  66.00-67.00  sec  1.36 MBytes  11.4 Mbits/sec  988  
[  5]  67.00-68.00  sec  1.42 MBytes  11.9 Mbits/sec  1027  
[  5]  68.00-69.00  sec  1.38 MBytes  11.6 Mbits/sec  1001  
[  5]  69.00-70.00  sec  1.27 MBytes  10.7 Mbits/sec  923  
[  5]  70.00-71.00  sec  1.40 MBytes  11.7 Mbits/sec  1014  
[  5]  71.00-72.00  sec  1.49 MBytes  12.5 Mbits/sec  1079  
[  5]  72.00-73.00  sec  1.38 MBytes  11.6 Mbits/sec  1001  
[  5]  73.00-74.00  sec  1.40 MBytes  11.8 Mbits/sec  1015  
[  5]  74.00-75.00  sec  1.42 MBytes  11.9 Mbits/sec  1026  
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bitrate         Jitter    Lost/Total Datagrams
[  5]   0.00-75.00  sec   124 MBytes  13.8 Mbits/sec  0.000 ms  0/89493 (0%)  sender
[  5]   0.00-75.08  sec   124 MBytes  13.8 Mbits/sec  1.195 ms  0/89491 (0%)  receiver

iperf Done.
